pathway,transcriptome_pval,transcriptome_padj,proteome_pval,proteome_padj,phosphoproteome_pval,phosphoproteome_padj,combined_pval,combined_padj,Contrast,Pathway
(KEGG) FoxO signaling pathway,0.643356643,0.873728891,0.086313237,0.581175796,0.510022272,0.997416021,0.99165325,0.999991866,X1O2NoCyA vs X19O2NoCyA,Foxo Signaling Pathway
(KEGG) Phosphatidylinositol signaling system,0.023837902,0.282910981,0.027430647,0.300763886,0.082954545,0.997416021,0.836819151,0.999991866,X1O2NoCyA vs X19O2NoCyA,Phosphatidylinositol Signaling System
(KEGG) Sphingolipid signaling pathway,0.003322934,0.073816605,0.83984375,1,0.162846803,0.997416021,0.829827835,0.999991866,X1O2NoCyA vs X19O2NoCyA,Sphingolipid Signaling Pathway
(KEGG) Phospholipase D signaling pathway,0.017921147,0.242325074,0.693370166,1,0.058194774,0.997416021,0.930986472,0.999991866,X1O2NoCyA vs X19O2NoCyA,Phospholipase D Signaling Pathway
(KEGG) Neuroactive ligand-receptor interaction,0.140186916,0.603729246,0.195754717,0.871234783,NA,NA,0.838079934,0.999991866,X1O2NoCyA vs X19O2NoCyA,Neuroactive Ligand-Receptor Interaction
(KEGG) Cell cycle,0.377828054,0.747476366,0.000538317,0.020388764,0.426778243,0.997416021,0.793377541,0.999991866,X1O2NoCyA vs X19O2NoCyA,Cell Cycle
(KEGG) Oocyte meiosis,0.848699764,0.964788381,0.110546379,0.644145245,0.61709212,0.997416021,0.997963057,0.999991866,X1O2NoCyA vs X19O2NoCyA,Oocyte Meiosis
(KEGG) p53 signaling pathway,0.590909091,0.832033196,0.436079545,1,0.756345178,0.997416021,0.996066613,0.999991866,X1O2NoCyA vs X19O2NoCyA,P53 Signaling Pathway
(KEGG) Sulfur relay system,0.074468085,0.505119695,0.959415584,1,0.959459459,0.997416021,0.976506067,0.999991866,X1O2NoCyA vs X19O2NoCyA,Sulfur Relay System
(KEGG) SNARE interactions in vesicular transport,0.808108108,0.964788381,0.002235469,0.059091644,0.166666667,0.997416021,0.960535914,0.999991866,X1O2NoCyA vs X19O2NoCyA,Snare Interactions In Vesicular Transport
(KEGG) Autophagy - other,0.306648575,0.695332774,0.477142857,1,0.351311953,0.997416021,0.990324083,0.999991866,X1O2NoCyA vs X19O2NoCyA,Autophagy - Other
(KEGG) Mitophagy - animal,0.037163468,0.385261288,0.334558824,0.987727709,0.978287093,0.997416021,0.996967522,0.999991866,X1O2NoCyA vs X19O2NoCyA,Mitophagy - Animal
(KEGG) Autophagy - animal,0.541353383,0.825116599,0.168181818,0.818336887,0.155857741,0.997416021,0.996309769,0.999991866,X1O2NoCyA vs X19O2NoCyA,Autophagy - Animal
(KEGG) Protein processing in endoplasmic reticulum,0.277018634,0.684955563,0.285185185,0.987727709,0.625634518,0.997416021,0.999290381,0.999991866,X1O2NoCyA vs X19O2NoCyA,Protein Processing In Endoplasmic Reticulum
(KEGG) Endocytosis,0.85380117,0.964788381,0.938157895,1,0.126567845,0.997416021,0.999436259,0.999991866,X1O2NoCyA vs X19O2NoCyA,Endocytosis
(KEGG) Phagosome,0.916,0.973337094,0.806349206,1,0.250670241,0.997416021,0.999586592,0.999991866,X1O2NoCyA vs X19O2NoCyA,Phagosome
(KEGG) Peroxisome,0.03875969,0.385757057,0.802721088,1,0.265895954,0.997416021,0.961802278,0.999991866,X1O2NoCyA vs X19O2NoCyA,Peroxisome
(KEGG) mTOR signaling pathway,0.199554069,0.63327873,0.901126408,1,0.112750263,0.997416021,0.986727354,0.999991866,X1O2NoCyA vs X19O2NoCyA,Mtor Signaling Pathway
(KEGG) PI3K-Akt signaling pathway,0.860192102,0.964788381,0.748768473,1,0.848800834,0.997416021,0.999436259,0.999991866,X1O2NoCyA vs X19O2NoCyA,Pi3k-Akt Signaling Pathway
(KEGG) AMPK signaling pathway,0.245487365,0.663883221,0.068965517,0.571872738,0.832613391,0.997416021,0.975196586,0.999991866,X1O2NoCyA vs X19O2NoCyA,Ampk Signaling Pathway
(KEGG) Apoptosis,0.722482436,0.920869006,0.495238095,1,0.123608018,0.997416021,0.998535157,0.999991866,X1O2NoCyA vs X19O2NoCyA,Apoptosis
(KEGG) Longevity regulating pathway,0.202424242,0.635566048,0.663082437,1,0.597114317,0.997416021,0.986873229,0.999991866,X1O2NoCyA vs X19O2NoCyA,Longevity Regulating Pathway
(KEGG) Longevity regulating pathway - multiple species,0.090101523,0.505259738,0.907670455,1,0.836104513,0.997416021,0.976519835,0.999991866,X1O2NoCyA vs X19O2NoCyA,Longevity Regulating Pathway - Multiple Species
(KEGG) Apoptosis - multiple species,0.244274809,0.663883221,0.170149254,0.818336887,0.03021148,0.997416021,0.991427717,0.999991866,X1O2NoCyA vs X19O2NoCyA,Apoptosis - Multiple Species
(KEGG) Ferroptosis,0.224615385,0.652854062,0.317073171,0.987727709,0.064139942,0.997416021,0.999154041,0.999991866,X1O2NoCyA vs X19O2NoCyA,Ferroptosis
(KEGG) Necroptosis,0.692665891,0.912792763,0.880254777,1,0.478841871,0.997416021,0.998346692,0.999991866,X1O2NoCyA vs X19O2NoCyA,Necroptosis
(KEGG) Cellular senescence,0.887402453,0.972519772,0.099255583,0.601488834,0.953974895,0.997416021,0.997954299,0.999991866,X1O2NoCyA vs X19O2NoCyA,Cellular Senescence
(KEGG) Cardiac muscle contraction,0.803545052,0.964788381,0.923577236,1,NA,NA,0.964788381,0.999991866,X1O2NoCyA vs X19O2NoCyA,Cardiac Muscle Contraction
(KEGG) Adrenergic signaling in cardiomyocytes,0.588652482,0.832033196,0.66023166,1,0.994784876,0.997416021,0.996066613,0.999991866,X1O2NoCyA vs X19O2NoCyA,Adrenergic Signaling In Cardiomyocytes
(KEGG) Vascular smooth muscle contraction,0.25,0.670258621,0.97680764,1,0.960807601,0.997416021,0.988957579,0.999991866,X1O2NoCyA vs X19O2NoCyA,Vascular Smooth Muscle Contraction
(KEGG) Wnt signaling pathway,0.49003517,0.815861164,0.264075067,0.987727709,0.892045455,0.997416021,0.999700538,0.999991866,X1O2NoCyA vs X19O2NoCyA,Wnt Signaling Pathway
(KEGG) Notch signaling pathway,0.477763659,0.815861164,0.16191904,0.804286381,0.890547264,0.997416021,0.995714898,0.999991866,X1O2NoCyA vs X19O2NoCyA,Notch Signaling Pathway
(KEGG) Hedgehog signaling pathway,0.840425532,0.964788381,0.46259542,1,0.5,0.997416021,0.999436259,0.999991866,X1O2NoCyA vs X19O2NoCyA,Hedgehog Signaling Pathway
(KEGG) TGF-beta signaling pathway,0.48856799,0.815861164,0.90625,1,0.813559322,0.997416021,0.995519282,0.999991866,X1O2NoCyA vs X19O2NoCyA,Tgf-Beta Signaling Pathway
(KEGG) Axon guidance,0.835075494,0.964788381,0.91322314,1,0.011323508,0.997416021,0.999436259,0.999991866,X1O2NoCyA vs X19O2NoCyA,Axon Guidance
(KEGG) VEGF signaling pathway,0.162264151,0.615416475,0.966887417,1,0.461349693,0.997416021,0.985549919,0.999991866,X1O2NoCyA vs X19O2NoCyA,Vegf Signaling Pathway
(KEGG) Apelin signaling pathway,0.387249115,0.748040215,0.428571429,1,0.416481069,0.997416021,0.992855589,0.999991866,X1O2NoCyA vs X19O2NoCyA,Apelin Signaling Pathway
(KEGG) Osteoclast differentiation,0.279811098,0.685206705,0.44534413,1,0.993158495,0.997416021,0.989785626,0.999991866,X1O2NoCyA vs X19O2NoCyA,Osteoclast Differentiation
(KEGG) Hippo signaling pathway,0.967630058,0.992274604,0.761073826,1,0.18296893,0.997416021,0.999887737,0.999991866,X1O2NoCyA vs X19O2NoCyA,Hippo Signaling Pathway
(KEGG) Hippo signaling pathway - multiple species,0.291512915,0.693678025,0.768,1,0.973760933,0.997416021,0.990237302,0.999991866,X1O2NoCyA vs X19O2NoCyA,Hippo Signaling Pathway - Multiple Species
(KEGG) Focal adhesion,0.83759733,0.964788381,0.670838548,1,0.08200213,0.997416021,0.999436259,0.999991866,X1O2NoCyA vs X19O2NoCyA,Focal Adhesion
(KEGG) ECM-receptor interaction,0.061111233,0.461708683,0.192200557,0.869205505,0.690878378,0.997416021,0.986348034,0.999991866,X1O2NoCyA vs X19O2NoCyA,Ecm-Receptor Interaction
(KEGG) Cell adhesion molecules,0.07853943,0.505119695,0.13832853,0.735325345,0.850065189,0.997416021,0.97643053,0.999991866,X1O2NoCyA vs X19O2NoCyA,Cell Adhesion Molecules
(KEGG) Adherens junction,0.787234043,0.955905159,0.980501393,1,0.352147239,0.997416021,0.999271136,0.999991866,X1O2NoCyA vs X19O2NoCyA,Adherens Junction
(KEGG) Tight junction,0.286697248,0.691184837,0.97979798,1,0.851694915,0.997416021,0.990105663,0.999991866,X1O2NoCyA vs X19O2NoCyA,Tight Junction
(KEGG) Gap junction,0.276332094,0.684955563,0.953910615,1,0.206852792,0.997416021,0.989772045,0.999991866,X1O2NoCyA vs X19O2NoCyA,Gap Junction
(KEGG) Signaling pathways regulating pluripotency of stem cells,0.535414166,0.825116599,0.334285714,0.987727709,0.02208589,0.997416021,0.999722295,0.999991866,X1O2NoCyA vs X19O2NoCyA,Signaling Pathways Regulating Pluripotency Of Stem Cells
(KEGG) Complement and coagulation cascades,0.239852399,0.660124743,0.424691358,1,NA,NA,0.660124743,0.999991866,X1O2NoCyA vs X19O2NoCyA,Complement And Coagulation Cascades
(KEGG) Platelet activation,0.135231317,0.603729246,0.902834008,1,0.736342043,0.997416021,0.984741416,0.999991866,X1O2NoCyA vs X19O2NoCyA,Platelet Activation
(KEGG) Antigen processing and presentation,0.385245902,0.748040215,0.048991354,0.449829709,0.76478318,0.997416021,0.973044547,0.999991866,X1O2NoCyA vs X19O2NoCyA,Antigen Processing And Presentation
(KEGG) Renin-angiotensin system,0.14559387,0.603729246,NA,NA,NA,NA,0.603729246,0.999991866,X1O2NoCyA vs X19O2NoCyA,Renin-Angiotensin System
(KEGG) Toll-like receptor signaling pathway,0.927797834,0.973337094,0.381481481,1,0.668781726,0.997416021,0.999586592,0.999991866,X1O2NoCyA vs X19O2NoCyA,Toll-Like Receptor Signaling Pathway
(KEGG) NOD-like receptor signaling pathway,0.917537747,0.973337094,0.692307692,1,0.624190065,0.997416021,0.999586592,0.999991866,X1O2NoCyA vs X19O2NoCyA,Nod-Like Receptor Signaling Pathway
(KEGG) RIG-I-like receptor signaling pathway,0.553459119,0.831525537,0.291946309,0.987727709,0.602150538,0.997416021,0.999736883,0.999991866,X1O2NoCyA vs X19O2NoCyA,Rig-I-Like Receptor Signaling Pathway
(KEGG) Cytosolic DNA-sensing pathway,0.512890095,0.825116599,0.95398773,1,0.978723404,0.997416021,0.995836428,0.999991866,X1O2NoCyA vs X19O2NoCyA,Cytosolic Dna-Sensing Pathway
(KEGG) C-type lectin receptor signaling pathway,0.905615293,0.972519772,0.755725191,1,0.917293233,0.997416021,0.999572591,0.999991866,X1O2NoCyA vs X19O2NoCyA,C-Type Lectin Receptor Signaling Pathway
(KEGG) JAK-STAT signaling pathway,0.122931442,0.601486156,0.776223776,1,0.955367913,0.997416021,0.984582662,0.999991866,X1O2NoCyA vs X19O2NoCyA,Jak-Stat Signaling Pathway
(KEGG) Natural killer cell mediated cytotoxicity,0.072879331,0.505119695,0.721854305,1,0.601841197,0.997416021,0.976506067,0.999991866,X1O2NoCyA vs X19O2NoCyA,Natural Killer Cell Mediated Cytotoxicity
(KEGG) IL-17 signaling pathway,0.373801917,0.747476366,0.780569514,1,0.85,0.997416021,0.992830774,0.999991866,X1O2NoCyA vs X19O2NoCyA,Il-17 Signaling Pathway
(KEGG) Th1 and Th2 cell differentiation,0.588957055,0.832033196,0.889041096,1,0.920427553,0.997416021,0.996066613,0.999991866,X1O2NoCyA vs X19O2NoCyA,Th1 And Th2 Cell Differentiation
(KEGG) Th17 cell differentiation,0.841536615,0.964788381,0.827956989,1,0.175675676,0.997416021,0.999436259,0.999991866,X1O2NoCyA vs X19O2NoCyA,Th17 Cell Differentiation
(KEGG) T cell receptor signaling pathway,0.173237754,0.619571281,0.910187668,1,0.208333333,0.997416021,0.985829961,0.999991866,X1O2NoCyA vs X19O2NoCyA,T Cell Receptor Signaling Pathway
(KEGG) B cell receptor signaling pathway,0.000514988,0.016016139,0.668874172,1,0.521158129,0.997416021,0.677705644,0.999991866,X1O2NoCyA vs X19O2NoCyA,B Cell Receptor Signaling Pathway
(KEGG) Fc epsilon RI signaling pathway,0.013803306,0.195128548,0.895543175,1,0.416243655,0.997416021,0.914628957,0.999991866,X1O2NoCyA vs X19O2NoCyA,Fc Epsilon Ri Signaling Pathway
(KEGG) Fc gamma R-mediated phagocytosis,0.081048868,0.505119695,0.67025572,1,0.948036952,0.997416021,0.976506067,0.999991866,X1O2NoCyA vs X19O2NoCyA,Fc Gamma R-Mediated Phagocytosis
(KEGG) TNF signaling pathway,0.489156627,0.815861164,0.930939227,1,0.56694813,0.997416021,0.995519282,0.999991866,X1O2NoCyA vs X19O2NoCyA,Tnf Signaling Pathway
(KEGG) Leukocyte transendothelial migration,0.784090909,0.955905159,0.599236641,1,0.992874109,0.997416021,0.999271136,0.999991866,X1O2NoCyA vs X19O2NoCyA,Leukocyte Transendothelial Migration
(KEGG) Intestinal immune network for IgA production,0.870523416,0.964788381,0.948148148,1,0.616314199,0.997416021,0.999436259,0.999991866,X1O2NoCyA vs X19O2NoCyA,Intestinal Immune Network For Iga Production
(KEGG) Circadian rhythm,0.980694981,0.992274604,0.919786096,1,0.470509383,0.997416021,0.999887737,0.999991866,X1O2NoCyA vs X19O2NoCyA,Circadian Rhythm
(KEGG) Circadian entrainment,0.98505604,0.992274604,0.330065359,0.987727709,0.397222222,0.997416021,0.999991866,0.999991866,X1O2NoCyA vs X19O2NoCyA,Circadian Entrainment
(KEGG) Thermogenesis,0.082833133,0.505119695,0.776556777,1,0.702970297,0.997416021,0.976506067,0.999991866,X1O2NoCyA vs X19O2NoCyA,Thermogenesis
(KEGG) Long-term potentiation,0.349685535,0.736837487,0.23655914,0.94502924,0.921568627,0.997416021,0.99815303,0.999991866,X1O2NoCyA vs X19O2NoCyA,Long-Term Potentiation
(KEGG) Synaptic vesicle cycle,0.210970464,0.637126619,0.331412104,0.987727709,0.179190751,0.997416021,0.999080852,0.999991866,X1O2NoCyA vs X19O2NoCyA,Synaptic Vesicle Cycle
(KEGG) Neurotrophin signaling pathway,0.715456674,0.91945052,0.813043478,1,0.621390374,0.997416021,0.998502564,0.999991866,X1O2NoCyA vs X19O2NoCyA,Neurotrophin Signaling Pathway
(KEGG) Retrograde endocannabinoid signaling,0.68667467,0.909946332,0.02568002,0.299270997,0.938016529,0.997416021,0.981438452,0.999991866,X1O2NoCyA vs X19O2NoCyA,Retrograde Endocannabinoid Signaling
(KEGG) Glutamatergic synapse,0.524570025,0.825116599,0.07028754,0.571872738,0.967514124,0.997416021,0.988055736,0.999991866,X1O2NoCyA vs X19O2NoCyA,Glutamatergic Synapse
(KEGG) Cholinergic synapse,0.135757576,0.603729246,0.408450704,1,0.985254692,0.997416021,0.984741416,0.999991866,X1O2NoCyA vs X19O2NoCyA,Cholinergic Synapse
(KEGG) Serotonergic synapse,0.357234315,0.740665813,0.130718954,0.720142602,0.357142857,0.997416021,0.989933421,0.999991866,X1O2NoCyA vs X19O2NoCyA,Serotonergic Synapse
(KEGG) GABAergic synapse,0.757978723,0.942925532,0.06,0.53313783,0.328512397,0.997416021,0.994982298,0.999991866,X1O2NoCyA vs X19O2NoCyA,Gabaergic Synapse
(KEGG) Dopaminergic synapse,0.206405694,0.635566048,0.042355607,0.401054655,0.598773006,0.997416021,0.952532472,0.999991866,X1O2NoCyA vs X19O2NoCyA,Dopaminergic Synapse
(KEGG) Long-term depression,0.326315789,0.713573519,0.365079365,1,0.784494087,0.997416021,0.991250227,0.999991866,X1O2NoCyA vs X19O2NoCyA,Long-Term Depression
(KEGG) Olfactory transduction,0.889328063,0.972519772,0.236768802,0.94502924,0.248780488,0.997416021,0.999866512,0.999991866,X1O2NoCyA vs X19O2NoCyA,Olfactory Transduction
(KEGG) Taste transduction,0.99276411,0.995966575,0.966499162,1,0.425619835,0.997416021,0.999941096,0.999991866,X1O2NoCyA vs X19O2NoCyA,Taste Transduction
(KEGG) Phototransduction,0.092814371,0.505259738,0.096618357,0.601488834,NA,NA,0.575812671,0.999991866,X1O2NoCyA vs X19O2NoCyA,Phototransduction
(KEGG) Inflammatory mediator regulation of TRP channels,0.205191595,0.635566048,0.933098592,1,0.518672199,0.997416021,0.986873229,0.999991866,X1O2NoCyA vs X19O2NoCyA,Inflammatory Mediator Regulation Of Trp Channels
(KEGG) Regulation of actin cytoskeleton,0.901766004,0.972519772,0.662077597,1,0.589958159,0.997416021,0.999572591,0.999991866,X1O2NoCyA vs X19O2NoCyA,Regulation Of Actin Cytoskeleton
(KEGG) Insulin signaling pathway,0.361207898,0.743322492,0.548837209,1,0.959205021,0.997416021,0.992646521,0.999991866,X1O2NoCyA vs X19O2NoCyA,Insulin Signaling Pathway
(KEGG) Insulin secretion,0.041333333,0.385757057,0.811819596,1,0.581632653,0.997416021,0.961802278,0.999991866,X1O2NoCyA vs X19O2NoCyA,Insulin Secretion
(KEGG) GnRH signaling pathway,0.048192771,0.405079779,0.926056338,1,0.705583756,0.997416021,0.964655763,0.999991866,X1O2NoCyA vs X19O2NoCyA,Gnrh Signaling Pathway
(KEGG) Ovarian steroidogenesis,0.895316804,0.972519772,0.270557029,0.987727709,0.08677686,0.997416021,0.999970987,0.999991866,X1O2NoCyA vs X19O2NoCyA,Ovarian Steroidogenesis
(KEGG) Progesterone-mediated oocyte maturation,0.08,0.505119695,0.039780521,0.388822514,0.269318182,0.997416021,0.927698052,0.999991866,X1O2NoCyA vs X19O2NoCyA,Progesterone-Mediated Oocyte Maturation
(KEGG) Estrogen signaling pathway,0.002887615,0.069080633,0.580985915,1,0.291666667,0.997416021,0.823536446,0.999991866,X1O2NoCyA vs X19O2NoCyA,Estrogen Signaling Pathway
(KEGG) Melanogenesis,0.537621359,0.825116599,0.944444444,1,0.420499343,0.997416021,0.995836428,0.999991866,X1O2NoCyA vs X19O2NoCyA,Melanogenesis
(KEGG) Prolactin signaling pathway,0.193992491,0.63327873,0.844802343,1,0.111695138,0.997416021,0.986727354,0.999991866,X1O2NoCyA vs X19O2NoCyA,Prolactin Signaling Pathway
(KEGG) Thyroid hormone synthesis,0.065683646,0.475060789,0.990922844,1,0.545833333,0.997416021,0.973388211,0.999991866,X1O2NoCyA vs X19O2NoCyA,Thyroid Hormone Synthesis
(KEGG) Thyroid hormone signaling pathway,0.024561404,0.282910981,0.929411765,1,0.587728741,0.997416021,0.94194388,0.999991866,X1O2NoCyA vs X19O2NoCyA,Thyroid Hormone Signaling Pathway
(KEGG) Adipocytokine signaling pathway,0.746851385,0.932814381,0.022161415,0.29195255,0.791907514,0.997416021,0.984714817,0.999991866,X1O2NoCyA vs X19O2NoCyA,Adipocytokine Signaling Pathway
(KEGG) Oxytocin signaling pathway,0.303172738,0.695332774,0.951417004,1,0.774663677,0.997416021,0.990324083,0.999991866,X1O2NoCyA vs X19O2NoCyA,Oxytocin Signaling Pathway
(KEGG) Glucagon signaling pathway,0.17433414,0.619571281,0.001222718,0.041164849,0.98849252,0.997416021,0.784406237,0.999991866,X1O2NoCyA vs X19O2NoCyA,Glucagon Signaling Pathway
(KEGG) Regulation of lipolysis in adipocytes,0.264075067,0.678933416,0.826687117,1,0.913897281,0.997416021,0.989443018,0.999991866,X1O2NoCyA vs X19O2NoCyA,Regulation Of Lipolysis In Adipocytes
(KEGG) Renin secretion,0.976190476,0.992274604,0.079754601,0.57788852,0.982507289,0.997416021,0.999114191,0.999991866,X1O2NoCyA vs X19O2NoCyA,Renin Secretion
(KEGG) Aldosterone synthesis and secretion,0.011989767,0.191787033,0.137931034,0.735325345,0.956975228,0.997416021,0.929836948,0.999991866,X1O2NoCyA vs X19O2NoCyA,Aldosterone Synthesis And Secretion
(KEGG) Relaxin signaling pathway,0.177304965,0.619571281,0.946236559,1,0.461126005,0.997416021,0.985829961,0.999991866,X1O2NoCyA vs X19O2NoCyA,Relaxin Signaling Pathway
(KEGG) Cortisol synthesis and secretion,0.092016238,0.505259738,0.602305476,1,0.581632653,0.997416021,0.976519835,0.999991866,X1O2NoCyA vs X19O2NoCyA,Cortisol Synthesis And Secretion
"(KEGG) Parathyroid hormone synthesis, secretion and action",0.174016687,0.619571281,0.838068182,1,0.92280285,0.997416021,0.985829961,0.999991866,X1O2NoCyA vs X19O2NoCyA,"Parathyroid Hormone Synthesis, Secretion And Action"
(KEGG) GnRH secretion,0.05952381,0.461708683,0.865067466,1,0.882768362,0.997416021,0.971892215,0.999991866,X1O2NoCyA vs X19O2NoCyA,Gnrh Secretion
(KEGG) Type II diabetes mellitus,0.148288973,0.605844156,0.152238806,0.792996012,0.895480226,0.997416021,0.987490933,0.999991866,X1O2NoCyA vs X19O2NoCyA,Type Ii Diabetes Mellitus
(KEGG) Insulin resistance,0.046931408,0.405079779,0.661202186,1,0.617117117,0.997416021,0.964655763,0.999991866,X1O2NoCyA vs X19O2NoCyA,Insulin Resistance
(KEGG) Non-alcoholic fatty liver disease,0.372235872,0.747476366,0.816901408,1,0.868872549,0.997416021,0.992830774,0.999991866,X1O2NoCyA vs X19O2NoCyA,Non-Alcoholic Fatty Liver Disease
(KEGG) AGE-RAGE signaling pathway in diabetic complications,0.230120482,0.660124743,0.925650558,1,0.808147175,0.997416021,0.988372862,0.999991866,X1O2NoCyA vs X19O2NoCyA,Age-Rage Signaling Pathway In Diabetic Complications
(KEGG) Cushing syndrome,0.572599532,0.832033196,0.532818533,1,0.243648961,0.997416021,0.996066613,0.999991866,X1O2NoCyA vs X19O2NoCyA,Cushing Syndrome
"(KEGG) Growth hormone synthesis, secretion and action",0.035629454,0.382095176,1,1,0.539884393,0.997416021,0.961236188,0.999991866,X1O2NoCyA vs X19O2NoCyA,"Growth Hormone Synthesis, Secretion And Action"
(KEGG) Type I diabetes mellitus,0.616666667,0.84859882,0.293774319,0.987727709,NA,NA,0.989790535,0.999991866,X1O2NoCyA vs X19O2NoCyA,Type I Diabetes Mellitus
(KEGG) Maturity onset diabetes of the young,0.522077922,0.825116599,NA,NA,NA,NA,0.825116599,0.999991866,X1O2NoCyA vs X19O2NoCyA,Maturity Onset Diabetes Of The Young
(KEGG) Aldosterone-regulated sodium reabsorption,0.17373461,0.619571281,0.695178849,1,0.979411765,0.997416021,0.985829961,0.999991866,X1O2NoCyA vs X19O2NoCyA,Aldosterone-Regulated Sodium Reabsorption
(KEGG) Endocrine and other factor-regulated calcium reabsorption,0.613297151,0.84771295,0.891364903,1,0.475830816,0.997416021,0.996567292,0.999991866,X1O2NoCyA vs X19O2NoCyA,Endocrine And Other Factor-Regulated Calcium Reabsorption
(KEGG) Vasopressin-regulated water reabsorption,0.188489209,0.63204375,0.880829016,1,0.72107438,0.997416021,0.986648139,0.999991866,X1O2NoCyA vs X19O2NoCyA,Vasopressin-Regulated Water Reabsorption
(KEGG) Proximal tubule bicarbonate reclamation,0.904761905,0.972519772,0.812345679,1,0.402892562,0.997416021,0.999572591,0.999991866,X1O2NoCyA vs X19O2NoCyA,Proximal Tubule Bicarbonate Reclamation
(KEGG) Salivary secretion,0.571621622,0.832033196,0.574285714,1,0.878552972,0.997416021,0.996066613,0.999991866,X1O2NoCyA vs X19O2NoCyA,Salivary Secretion
(KEGG) Gastric acid secretion,0.460422164,0.804445466,0.341538462,0.987727709,0.642857143,0.997416021,0.999672552,0.999991866,X1O2NoCyA vs X19O2NoCyA,Gastric Acid Secretion
(KEGG) Pancreatic secretion,0.308539945,0.695332774,0.919689119,1,0.878552972,0.997416021,0.990324083,0.999991866,X1O2NoCyA vs X19O2NoCyA,Pancreatic Secretion
(KEGG) Carbohydrate digestion and absorption,0.3904209,0.749511727,0.8448,1,0.416184971,0.997416021,0.99292013,0.999991866,X1O2NoCyA vs X19O2NoCyA,Carbohydrate Digestion And Absorption
(KEGG) Fat digestion and absorption,0.928571429,0.973337094,0.895491803,1,NA,NA,0.973337094,0.999991866,X1O2NoCyA vs X19O2NoCyA,Fat Digestion And Absorption
(KEGG) Bile secretion,0.960843373,0.989477779,0.671497585,1,NA,NA,0.989477779,0.999991866,X1O2NoCyA vs X19O2NoCyA,Bile Secretion
(KEGG) Vitamin digestion and absorption,NA,NA,NA,NA,NA,NA,NA,NA,X1O2NoCyA vs X19O2NoCyA,Vitamin Digestion And Absorption
(KEGG) Mineral absorption,0.529411765,0.825116599,0.325819672,0.987727709,0.306358382,0.997416021,0.999722295,0.999991866,X1O2NoCyA vs X19O2NoCyA,Mineral Absorption
(KEGG) Cholesterol metabolism,0.264150943,0.678933416,0.475460123,1,0.518126888,0.997416021,0.989443018,0.999991866,X1O2NoCyA vs X19O2NoCyA,Cholesterol Metabolism
(KEGG) Alzheimer disease,0.954010695,0.988991087,0.95035461,1,0.035564854,0.997416021,0.99983883,0.999991866,X1O2NoCyA vs X19O2NoCyA,Alzheimer Disease
(KEGG) Parkinson disease,0.949506037,0.987613303,0.852941176,1,0.580387685,0.997416021,0.999817886,0.999991866,X1O2NoCyA vs X19O2NoCyA,Parkinson Disease
(KEGG) Amyotrophic lateral sclerosis,0.909978308,0.972519772,0.259493671,0.987727709,0.090419806,0.997416021,0.999970987,0.999991866,X1O2NoCyA vs X19O2NoCyA,Amyotrophic Lateral Sclerosis
(KEGG) Huntington disease,0.156950673,0.614320988,0.393034826,1,0.264800861,0.997416021,0.985475444,0.999991866,X1O2NoCyA vs X19O2NoCyA,Huntington Disease
(KEGG) Spinocerebellar ataxia,0.350649351,0.736837487,0.516005122,1,0.144144144,0.997416021,0.992353731,0.999991866,X1O2NoCyA vs X19O2NoCyA,Spinocerebellar Ataxia
(KEGG) Prion disease,0.218309859,0.646613011,0.844913151,1,0.316455696,0.997416021,0.987562647,0.999991866,X1O2NoCyA vs X19O2NoCyA,Prion Disease
(KEGG) Cocaine addiction,0.135818908,0.603729246,0.354466859,1,0.421450151,0.997416021,0.984741416,0.999991866,X1O2NoCyA vs X19O2NoCyA,Cocaine Addiction
(KEGG) Amphetamine addiction,0.294422827,0.693678025,0.773162939,1,0.990873533,0.997416021,0.990237302,0.999991866,X1O2NoCyA vs X19O2NoCyA,Amphetamine Addiction
(KEGG) Morphine addiction,0.372340426,0.747476366,0.589506173,1,0.33495935,0.997416021,0.992830774,0.999991866,X1O2NoCyA vs X19O2NoCyA,Morphine Addiction
(KEGG) Alcoholism,0.328106152,0.713573519,0.093189964,0.601488834,0.986486486,0.997416021,0.981624745,0.999991866,X1O2NoCyA vs X19O2NoCyA,Alcoholism
(KEGG) Bacterial invasion of epithelial cells,0.315555556,0.697577544,0.30369357,0.987727709,0.573604061,0.997416021,0.999339561,0.999991866,X1O2NoCyA vs X19O2NoCyA,Bacterial Invasion Of Epithelial Cells
(KEGG) Vibrio cholerae infection,0.528301887,0.825116599,0.878962536,1,0.62601626,0.997416021,0.995836428,0.999991866,X1O2NoCyA vs X19O2NoCyA,Vibrio Cholerae Infection
(KEGG) Epithelial cell signaling in Helicobacter pylori infection,0.712418301,0.91945052,0.340490798,0.987727709,0.361702128,0.997416021,0.999901075,0.999991866,X1O2NoCyA vs X19O2NoCyA,Epithelial Cell Signaling In Helicobacter Pylori Infection
(KEGG) Pathogenic Escherichia coli infection,0.925842697,0.973337094,0.9825,1,0.74610245,0.997416021,0.999586592,0.999991866,X1O2NoCyA vs X19O2NoCyA,Pathogenic Escherichia Coli Infection
(KEGG) Shigellosis,0.379746835,0.747476366,0.386503067,1,0.680412371,0.997416021,0.992830774,0.999991866,X1O2NoCyA vs X19O2NoCyA,Shigellosis
