"","Pathway","Method","Contrast","negativelog10pvalue","pvalue","FDR","negativelog10FDR"
"731","Nicotinate and nicotinamide metabolism","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.48978289805664,0.00323755460445845,0.00791183556834223,2.10172274725816
"735","Ether lipid metabolism","Proteomics","X19O2NoCyA - X1O2PlusCyA",19.3628977059553,4.33612999888067e-20,1.16208283970002e-17,16.9347629119265
"743","Legionellosis","Proteomics","X19O2NoCyA - X1O2PlusCyA",4.17763280173022,6.64304505975578e-05,0.000237378143468607,3.62455927109313
"7441","Coronavirus disease - COVID-19","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.76932556575888,1.7008829755739e-07,1.47044076598001e-06,5.83255246556436
"746","Cytokine-cytokine receptor interaction","Proteomics","X19O2NoCyA - X1O2PlusCyA",5.30581093197167,4.9452592963242e-06,2.68647869881396e-05,4.57081659861817
"747","Aldosterone synthesis and secretion","Proteomics","X19O2NoCyA - X1O2PlusCyA",9.06895571135076,8.53187116224301e-10,1.4290884196757e-08,7.8449408999779
"748","Valine, leucine and isoleucine degradation","Proteomics","X19O2NoCyA - X1O2PlusCyA",3.98913536765257,0.000102533228493953,0.000355330671160077,3.44936730379502
"750","B cell receptor signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.32604800445425,0.0472010864970221,0.0932424411390804,1.03038636493102
"752","Alcoholic liver disease","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.40873936979383,0.0039017607015257,0.00939226228750497,2.02722978785694
"7561","Ras signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.99048501260288,1.02215083416853e-07,9.55592175199414e-07,6.019727415098
"758","Lipid and atherosclerosis","Proteomics","X19O2NoCyA - X1O2PlusCyA",8.41673492209523,3.8305847724802e-09,5.21998331707472e-08,7.28233088498892
"759","Apoptosis","Proteomics","X19O2NoCyA - X1O2PlusCyA",7.00735408639616,9.83209154639375e-08,9.30000188623597e-07,6.031516963362
"760","Circadian entrainment","Proteomics","X19O2NoCyA - X1O2PlusCyA",7.94397445430977,1.13769420430889e-08,1.4072402157913e-07,6.85163176220417
"763","Human cytomegalovirus infection","Proteomics","X19O2NoCyA - X1O2PlusCyA",4.18530102347037,6.52678003715917e-05,0.000234264783476606,3.63029299305608
"769","Dopaminergic synapse","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.40297732754868,3.95387260819518e-07,2.94343849721197e-06,5.53114503428718
"773","Neurotrophin signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",11.4181832595543,3.81783135541432e-12,1.2789735040638e-10,9.8931384525175
"777","Vascular smooth muscle contraction","Proteomics","X19O2NoCyA - X1O2PlusCyA",4.61306385533467,2.43745240768507e-05,0.000107676468998835,3.9678791945713
"779","IL-17 signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",3.08929139691077,0.000814157828344353,0.00221892506436902,2.65385736414048
"781","RIG-I-like receptor signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.33804564840916,0.00459149749370367,0.0109217869376857,1.96170629993836
"785","Estrogen signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",7.38063658730921,4.16258785424069e-08,4.71369103494298e-07,6.32663888727984
"792","Shigellosis","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.82757079257635,0.00148740489849729,0.00389535354525024,2.40945311930509
"794","Chemokine signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.24518381780896,0.00568612211290877,0.0132128386669903,1.87900386785329
"7991","Toxoplasmosis","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.34146680489949,0.00455547004362432,0.0108682430714361,1.96384065702238
"800","Osteoclast differentiation","Proteomics","X19O2NoCyA - X1O2PlusCyA",3.81383875591759,0.000153518685844646,0.000514699573862254,3.28844619131724
"8041","Oxytocin signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",4.40008989086478,3.98024778314947e-05,0.000160005960882609,3.79586383778031
"2","Vasopressin-regulated water reabsorption","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.42914028449765,0.00372271436830951,0.00937877211021622,2.0278540167024
"47","GnRH signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",7.6987347462409,2.00108369705946e-08,1.36193159083449e-07,6.86584470627729
"6","Steroid biosynthesis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.41233592009413,0.0386958222910665,0.0717288413200258,1.14430618453308
"94","Proximal tubule bicarbonate reclamation","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",9.61415352180559,2.4313443841485e-10,2.30977716494108e-09,8.63642991651674
"1010","C-type lectin receptor signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.66971044529216,0.0213938799618551,0.0439441858675943,1.35709857707836
"115","Acute myeloid leukemia","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.77182508476791,0.00169112190603418,0.0046315410759855,2.33427447994581
"14","Non-small cell lung cancer","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.72348557377624,0.0189022901903023,0.0397979875939455,1.4001388876987
"1610","cGMP-PKG signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.69448337249425,2.02076879816432e-07,1.11693402662173e-06,5.95197247837974
"17","Steroid hormone biosynthesis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.14517304859883,0.0071585811318036,0.0168263556500126,1.77400993586463
"186","HIF-1 signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.48424225294078,0.00327912329964418,0.00833025194784259,2.07934186319068
"192","Glutamatergic synapse","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.41058058022976,0.0388525403161168,0.0718732591649057,1.14343266117857
"20","Parkinson disease","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",10.9303655905298,1.17390893846455e-11,1.35519614161984e-10,9.86799784349182
"22","Hypertrophic cardiomyopathy","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.51813866057295,0.0303292268480624,0.0588516061392189,1.23024168018025
"2310","N-Glycan biosynthesis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",7.3413696391014,4.55648936443219e-08,2.92642133828321e-07,6.53366314515605
"245","Oocyte meiosis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.97470660044571,1.05996957487599e-07,6.23672420830262e-07,6.20504346028758
"2510","Wnt signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.67382746611459,0.0211920287213868,0.043627833394819,1.36023635400925
"26","mRNA surveillance pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.71604252681976,0.000192290342586991,0.00064783640330435,3.18853465171022
"285","Tuberculosis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.7223078108688,0.0189536208684541,0.0397979875939455,1.4001388876987
"295","Cell cycle","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",4.1181191326683,7.61869990434781e-05,0.000277930172510608,3.55606430301192
"31","Viral myocarditis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",4.57556464203115,2.65726800231089e-05,0.000105826568476312,3.97540528604262
"321","Fc epsilon RI signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.42278028669911,0.0377763256259835,0.0701670243806456,1.15386694049366
"3510","T cell receptor signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.86815841007771,0.0135469519351551,0.0299874275846153,1.52306078778243
"371","Phosphatidylinositol signaling system","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.17891766910801,0.00662342054557016,0.0157294810348964,1.80328560588268
"417","Epstein-Barr virus infection","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.22797739432703,5.91592426638742e-07,3.06552439258257e-06,5.51349522381277
"42","Terpenoid backbone biosynthesis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.57079451475145,0.00268661530968157,0.00700055189265597,2.15486772077331
"446","cAMP signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.13854135098043,7.26873187305703e-06,3.1597709177813e-05,4.50034440242902
"454","FoxO signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",7.86504124513018,1.36445354770636e-08,9.9375778819957e-08,7.00271945470393
"465","Amino sugar and nucleotide sugar metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.79183957906034,0.00161495498336223,0.00443626188200709,2.35298282443597
"481","Glucagon signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",18.2648234815993,5.43471179728453e-19,1.41613061689243e-17,16.8488966876212
"497","Relaxin signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.49311563005204,3.21280502173446e-07,1.72357539989519e-06,5.7635697131019
"5010","VEGF signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.5163541710328,0.000304541041724742,0.000995488996605608,3.00196353597798
"53","Vibrio cholerae infection","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.83799847930584,0.00145211670220571,0.00406236328960617,2.39122124104536
"541","Taurine and hypotaurine metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",21.5107027502383,3.08529893860216e-22,9.07675042582313e-21,20.0420696057442
"55","Chronic myeloid leukemia","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.67639842033453,0.00210669458843555,0.00565089842545066,2.24788249904837
"56","PD-L1 expression and PD-1 checkpoint pathway in cancer","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.92766075809001,0.0118124298367298,0.0265343251504867,1.57619195333879
"571","Chemical carcinogenesis - receptor activation","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",9.36669744909442,4.29835767230685e-10,4.00010428279984e-09,8.39792868645849
"581","Fluid shear stress and atherosclerosis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.78481657883718,0.000164128281087529,0.000560617948883244,3.25133300187334
"60","Insulin resistance","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",10.1343430533712,7.3393389770931e-11,7.52076083944821e-10,9.12373822168768
"6510","Hippo signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",4.00889681583219,9.79722730402151e-05,0.000355978936305483,3.44857569898481
"664","NF-kappa B signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.13908072183226,0.000725971009470236,0.00219233629349952,2.659092826461
"689","Non-alcoholic fatty liver disease","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",11.2489894166839,5.63651391271343e-12,6.85400091785953e-11,10.1640558417472
"69","Small cell lung cancer","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",7.78632722100359,1.63558371962513e-08,1.13866591778483e-07,6.94360367833094
"71","p53 signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.37189671769756,4.24720557404126e-06,1.93672574176281e-05,4.71293187503313
"736","MicroRNAs in cancer","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",10.7758253798368,1.67561646875665e-11,1.88662002408156e-10,9.72431556038708
"753","Pyruvate metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",11.3690279516351,4.27535368654413e-12,5.26908454341655e-11,10.2782648330376
"76","Salmonella infection","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",4.4015709573168,3.96669713652609e-05,0.000153941608021778,3.81264398126012
"78","Th1 and Th2 cell differentiation","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",7.29961799610371,5.01628270090946e-08,3.17697904390932e-07,6.49798564987054
"79","Amyotrophic lateral sclerosis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",9.16380035284647,6.85803420958531e-10,6.19260118726911e-09,8.20812688830069
"801","AGE-RAGE signaling pathway in diabetic complications","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.91708306023975,0.0121036662483805,0.0270552539669682,1.56774838500121
"81","Glycosaminoglycan degradation","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.06246236733411,0.00866039364511607,0.019795185474551,1.70344042469245
"823","Thermogenesis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.46646251729445,0.0341615433257623,0.0649069323189484,1.18770891634162
"842","Human immunodeficiency virus 1 infection","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.60089597761093,0.000250670958922242,0.000825313770892003,3.08338090834696
"85","Hepatitis C","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.04812983559919,0.000895097129531945,0.00263331800688108,2.57949669110505
"863","Hippo signaling pathway - multiple species","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.53089496738793,0.0294513381806059,0.05751524715356,1.24021700962563
"872","Fc gamma R-mediated phagocytosis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.16555704836495,0.000683034989487793,0.00206952794157099,2.68412870563037
"885","Adipocytokine signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.20360493926311,6.25741646708157e-07,3.22416034914034e-06,5.49158336729651
"903","Intestinal immune network for IgA production","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.0370626643278,0.000918200099881041,0.00269259964981193,2.56982821502623
"932","Hepatitis B","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",8.77561002798241,1.67644755597878e-09,1.45611444862157e-08,7.83680448872394
"96","Pancreatic cancer","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.9813251956843,1.04393823520774e-07,6.22269065692457e-07,6.20602178817348
"972","Renal cell carcinoma","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",4.71949490212647,1.90767811673302e-05,7.73245529982452e-05,4.11168258190941
"981","Apelin signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.61109027161054,0.00244855423720104,0.00647269989660102,2.1889145283554
"99","Influenza A","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.26266559927986,0.00054617824889114,0.00170004970303317,2.76953838130555
"1021","Kaposi sarcoma-associated herpesvirus infection","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.00455643760435,9.89563259405936e-06,4.17815598415839e-05,4.37901535042687
"1042","Growth hormone synthesis, secretion and action","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.59693248285529,0.0025296912417233,0.0066486409580739,2.17726711931775
"105","Pyrimidine metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.79055697034687,0.0161973150509207,0.0347575325327992,1.45895106206876
"1061","Pathways in cancer","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",13.2149179118313,6.09652119741908e-14,9.11479890499377e-13,12.0402529085137
"1071","Glutathione metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",17.4912368343635,3.22673400286502e-18,7.95346327192676e-17,16.099443720102
"1081","mTOR signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",7.53249371890688,2.9343119418732e-08,1.93919745723794e-07,6.7123779669797
"1091","Alcoholism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",10.0995458548731,7.95159304406711e-11,8.05761428465467e-10,9.09379352598405
"111","Mitophagy - animal","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.17781971470259,0.00664018662109113,0.0157294810348964,1.80328560588268
"1121","Viral carcinogenesis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",8.76202388849628,1.72972121277204e-09,1.4882129679699e-08,7.82733491543263
"1131","PPAR signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.92632912553456,0.000118487046613294,0.000416899088810734,3.37996905408191
"1141","Glycerophospholipid metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",13.1827102516223,6.5658317299686e-14,9.65812667376026e-13,12.0151071027921
"1161","Arginine biosynthesis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",8.69383681754035,2.02377945376154e-09,1.72494099236497e-08,7.76322575689714
"117","Herpes simplex virus 1 infection","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.36496586306222,4.31552996942911e-06,1.95809121000963e-05,4.70816708215429
"118","Viral protein interaction with cytokine and cytokine receptor","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",4.39194309497975,4.0556167216603e-05,0.000156064238403131,3.80669660266144
"1191","Drug metabolism - cytochrome P450","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",13.7918522666774,1.61490780424302e-14,2.58385248678883e-13,12.5877322840215
"124","Measles","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.51157420425944,3.0791141941101e-06,1.44007802309149e-05,4.84161397729354
"1261","Cocaine addiction","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",8.44433133042357,3.59474981122098e-09,2.98037438893958e-08,7.52572917725338
"127","Vitamin B6 metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.39020166403271,4.07191155257064e-06,1.86612227936906e-05,4.72905990211401
"129","Butanoate metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.46486608020216,0.000342873499312201,0.00110494922746547,2.95665767739803
"1301","Alzheimer disease","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",7.61610304273495,2.42045469022936e-08,1.63515161295495e-07,6.78644197290154
"1312","Amphetamine addiction","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",11.4982778335268,3.17484236199207e-12,3.96637840292708e-11,10.4016058553189
"133","Glycerolipid metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",9.22549986932155,5.94976935786467e-10,5.42618965437257e-09,8.26550503099314
"137","Neuroactive ligand-receptor interaction","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.49998307837099,3.16240087594504e-06,1.47148448921524e-05,4.83224431139905
"138","Choline metabolism in cancer","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.43381656195308,0.00368284497431665,0.00930402940879995,2.03132892553032
"1391","Human T-cell leukemia virus 1 infection","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",12.7253509523509,1.88212753195062e-13,2.57491719205861e-12,11.5892367330734
"1401","Folate biosynthesis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.14317450017339,0.0071915996039436,0.0168605111537187,1.77312926317068
"1411","Drug metabolism - other enzymes","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.71784812224087,0.0191492547933191,0.0400553219529978,1.39733977318104
"1431","Cellular senescence","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.39526677814804,4.02469729517457e-07,2.10949651333288e-06,5.67582118810222
"1442","Tight junction","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.05471025106985,0.000881636879894394,0.00260351674261216,2.58443962513225
"1461","Cholinergic synapse","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.18781183032789,6.48915532615847e-06,2.84524502762333e-05,4.54588032696223
"148","AMPK signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.31061226196679,4.8908882288727e-06,2.19728574617335e-05,4.65811346155159
"1491","Fanconi anemia pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.18668186846728,0.006506061010157,0.0155735633628955,1.80761200581448
"1521","Calcium signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.7208375592731,1.90178948006719e-06,9.17688891968928e-06,5.03730452511793
"1531","Cell adhesion molecules","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.07303444714421,0.00845211802430615,0.0194164524890862,1.71183011557891
"1551","Alanine, aspartate and glutamate metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.12533228992809,7.49320665344048e-07,3.81776785918308e-06,5.41819048257956
"1561","Necroptosis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.01642251609459,0.000962891790337121,0.00279871890639978,2.55304071837192
"157","Cushing syndrome","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",8.25101943236453,5.61022872685931e-09,4.48818298148745e-08,7.34792944537259
"158","Leishmaniasis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.64458933224127,0.0226678676228703,0.0461453019465573,1.335872507911
"160","Signaling pathways regulating pluripotency of stem cells","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",24.9675334164951,1.07762233358279e-25,4.67995984870239e-24,23.3297578729006
"1611","Fatty acid biosynthesis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.18421377558963,0.00654314017552493,0.0156213189530857,1.80628230017292
"162","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.58092755198259,2.6246563460671e-06,1.23385906578e-05,4.9087344435844
"1641","Adrenergic signaling in cardiomyocytes","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.69145137784688,2.03492600658623e-07,1.11798344458232e-06,5.95156462755852
"1652","Insulin signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.73891743100842,1.82424249821968e-07,1.02068046526156e-06,5.99111019708396
"166","Rap1 signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.01963317490001,9.55799557450537e-06,4.07331400184528e-05,4.39005210992078
"1671","Chemical carcinogenesis - reactive oxygen species","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.48795866854725,0.00325118237151456,0.00828234168385832,2.08184685686271
"1682","Progesterone-mediated oocyte maturation","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.97614268695605,0.0105647035006043,0.0238490336449285,1.62252921373824
"1691","SNARE interactions in vesicular transport","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.50477884041688,0.031276716933049,0.0604329784808065,1.21872600072256
"1701","Propanoate metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.82599104180222,0.0149282520178576,0.0325707316753256,1.48717248524884
"172","NOD-like receptor signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.09673554304697,0.000800321450109318,0.00239309233606458,2.62104054406534
"1731","Pathogenic Escherichia coli infection","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.92746596263303,0.00118177292910867,0.00335756047148633,2.47397615670949
"174","Leukocyte transendothelial migration","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.56454577364245,0.0272555045702152,0.0538526377074971,1.26879302005855
"1752","Parathyroid hormone synthesis, secretion and action","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",15.9228229131239,1.19447506146293e-16,2.26950261677956e-15,14.6440693121711
"178","Dilated cardiomyopathy","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.55998898167138,0.0275429858076739,0.0540197915195669,1.26744709623291
"1821","GABAergic synapse","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.89243825618838,0.0128103720713727,0.0284259351072796,1.54628523973604
"1831","JAK-STAT signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",4.29703234135954,5.04623717475716e-05,0.000191757012640772,3.71724874474273
"1871","Proteoglycans in cancer","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",14.4492896734502,3.55394192363326e-15,5.89308188064279e-14,13.229657524616
"1881","Autophagy - animal","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.49281123671665,0.00321505763897476,0.00821325648948174,2.08548461450043
"189","Glycolysis / Gluconeogenesis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.67156095498244,2.13029155154651e-06,1.01718633246619e-05,4.99259948390175
"190","Endocytosis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.45619467717304,0.0349788335496358,0.0663216137157335,1.17834491521846
"1911","EGFR tyrosine kinase inhibitor resistance","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.95357642669651,0.000111281654325819,0.000394898321965552,3.40351471169939
"1941","Toll-like receptor signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.09723511705106,0.00799401360314247,0.0185039096600658,1.73273650054822
"197","Glyoxylate and dicarboxylate metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.62057616039547,0.00239565259739309,0.00636978183330175,2.19587544210982
"198","Pathways of neurodegeneration - multiple diseases","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",8.04082932222407,9.10270938918562e-09,6.91805913578107e-08,7.16001572994328
"199","Human papillomavirus infection","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",12.751935353969,1.77037246393513e-13,2.48396874939822e-12,11.6048538722834
"2001","Notch signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",4.59615597059982,2.53421833908046e-05,0.000101815291860854,3.99218698946453
"2011","Cortisol synthesis and secretion","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.11551853287454,7.66445832522663e-07,3.88332555144816e-06,5.41079619964943
"2031","Rheumatoid arthritis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",6.25593129791184,5.54713457472875e-07,2.89084956123007e-06,5.53897450826971
"2081","Arginine and proline metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.46833951982798,0.0340142171665444,0.064761933310832,1.18868019491413
"2091","Huntington disease","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.58478867563047,0.00260142508877202,0.00681752781885082,2.16637308124863
"2101","Protein processing in endoplasmic reticulum","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",36.2945502295941,5.07516037387841e-37,3.30610447212651e-35,34.4806834269439
"212","One carbon pool by folate","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.76582738035406,0.017146386919657,0.0364510603047254,1.43828983421037
"213","Glycine, serine and threonine metabolism","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",9.67850225175991,2.09651391011422e-10,2.01265335370965e-09,8.69623101872034
"2161","Natural killer cell mediated cytotoxicity","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",17.2215873643635,6.00361225765086e-18,1.40392163563528e-16,15.8526571330616
"2172","Long-term potentiation","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",4.28328871921425,5.20848335717926e-05,0.00019710111293558,3.70531092346071
"2191","Prion disease","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",10.8279677222772,1.48604608440209e-11,1.69409253621838e-10,9.77106287094073
"225","TGF-beta signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",33.9448133972279,1.13549859914886e-34,6.47234201514851e-33,32.1889385415554
"226","Staphylococcus aureus infection","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",1.3940941469272,0.0403557899673889,0.0743524857580984,1.12870450753235
"2281","Regulation of actin cytoskeleton","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.99593056296273,0.00010094142630589,0.000361014042317537,3.44247590506827
"2321","Various types of N-glycan biosynthesis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",2.36378412000481,0.00432728879344504,0.0107827524033385,1.9672703670708
"2331","Legionellosis","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.70750418260995,0.000196108228856373,0.000655130786509201,3.18367199132229
"2351","Coronavirus disease - COVID-19","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",5.04734870179956,8.96708524149494e-06,3.85753855671858e-05,4.41368972439989
"2361","Spinocerebellar ataxia","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.78784087946484,0.000162989309745907,0.000558820490557396,3.25272767776749
"238","Cytokine-cytokine receptor interaction","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",34.3056002488346,4.94765890199132e-35,3.00817661241072e-33,32.5216966695619
"2392","Aldosterone synthesis and secretion","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",4.51533630074504,3.05255641687854e-05,0.000120516513081958,3.91895344230877
"2422","B cell receptor signaling pathway","Transcriptomics","X1O2PlusCyA - X1O2NoCyA",3.71025759082061,0.000194868844150865,0.000653383771564664,3.18483165652639
