Contrast,Pathway,FDR,Method,negativelog10FDR
X1O2NoCyA - X1O2PlusCyA,Salivary secretion,0.975188942,Transcriptomics,0.010911232
X1O2NoCyA - X1O2PlusCyA,Natural killer cell mediated cytotoxicity,0.975188942,Transcriptomics,0.010911232
X1O2NoCyA - X1O2PlusCyA,Propanoate metabolism,0.975188942,Transcriptomics,0.010911232
X1O2NoCyA - X1O2PlusCyA,Yersinia infection,0.975188942,Transcriptomics,0.010911232
X1O2NoCyA - X1O2PlusCyA,Pertussis,0.975188942,Transcriptomics,0.010911232
X1O2NoCyA - X1O2PlusCyA,Osteoclast differentiation,0.975188942,Transcriptomics,0.010911232
X1O2NoCyA - X1O2PlusCyA,alpha-Linolenic acid metabolism,0.975188942,Transcriptomics,0.010911232
X1O2NoCyA - X1O2PlusCyA,Fatty acid elongation,0.975188942,Transcriptomics,0.010911232
X1O2NoCyA - X1O2PlusCyA,Dilated cardiomyopathy,0.975946697,Transcriptomics,0.010573901
X1O2NoCyA - X1O2PlusCyA,Neurotrophin signaling pathway,0.976538464,Transcriptomics,0.010310646
X1O2NoCyA - X1O2PlusCyA,Leishmaniasis,0.978575562,Transcriptomics,0.009405634
X1O2NoCyA - X1O2PlusCyA,Autophagy - other,0.981897216,Transcriptomics,0.007933971
X1O2NoCyA - X1O2PlusCyA,Pantothenate and CoA biosynthesis,0.982276636,Transcriptomics,0.007766186
X1O2NoCyA - X1O2PlusCyA,ABC transporters,0.990782658,Transcriptomics,0.004021603
X1O2NoCyA - X1O2PlusCyA,Prostate cancer,0.990782658,Transcriptomics,0.004021603
X1O2NoCyA - X1O2PlusCyA,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0.990782658,Transcriptomics,0.004021603
X1O2NoCyA - X1O2PlusCyA,Pyrimidine metabolism,0.990782658,Transcriptomics,0.004021603
X1O2NoCyA - X1O2PlusCyA,Cardiac muscle contraction,0.990782658,Transcriptomics,0.004021603
X1O2NoCyA - X1O2PlusCyA,Fatty acid biosynthesis,0.990782658,Transcriptomics,0.004021603
X1O2NoCyA - X1O2PlusCyA,Fructose and mannose metabolism,0.992471309,Transcriptomics,0.003282039
X1O2NoCyA - X1O2PlusCyA,Breast cancer,0.994858075,Transcriptomics,0.00223887
X1O2NoCyA - X1O2PlusCyA,One carbon pool by folate,0.994858075,Transcriptomics,0.00223887
X1O2NoCyA - X1O2PlusCyA,Epstein-Barr virus infection,0.994858075,Transcriptomics,0.00223887
X1O2NoCyA - X1O2PlusCyA,Human cytomegalovirus infection,0.994858075,Transcriptomics,0.00223887
X1O2NoCyA - X1O2PlusCyA,Allograft rejection,0.999887911,Transcriptomics,4.87E-05
X19O2NoCyA - X1O2NoCyA,2-Oxocarboxylic acid metabolism,0.999754266,Combined,0.000106734
X19O2NoCyA - X1O2PlusCyA,2-Oxocarboxylic acid metabolism,0.985691279,Combined,0.006259086
X1O2NoCyA - X1O2PlusCyA,2-Oxocarboxylic acid metabolism,0.997774913,Combined,0.00096742
X19O2NoCyA - X1O2NoCyA,ABC transporters,0.989034414,Combined,0.004788597
X19O2NoCyA - X1O2PlusCyA,ABC transporters,0.820278182,Combined,0.08603884
X1O2NoCyA - X1O2PlusCyA,ABC transporters,0.999891449,Combined,4.71E-05
X19O2NoCyA - X1O2NoCyA,Acute myeloid leukemia,0.999715085,Combined,0.000123755
X19O2NoCyA - X1O2PlusCyA,Acute myeloid leukemia,0.999278939,Combined,0.000313266
X1O2NoCyA - X1O2PlusCyA,Acute myeloid leukemia,0.997726785,Combined,0.000988368
X19O2NoCyA - X1O2NoCyA,Adherens junction,0.999913229,Combined,3.77E-05
X19O2NoCyA - X1O2PlusCyA,Adherens junction,0.825364337,Combined,0.0833543
X1O2NoCyA - X1O2PlusCyA,Adherens junction,0.976406346,Combined,0.010369407
X19O2NoCyA - X1O2NoCyA,Adipocytokine signaling pathway,0.994520231,Combined,0.002386378
X19O2NoCyA - X1O2PlusCyA,Adipocytokine signaling pathway,0.508438739,Combined,0.293761367
X1O2NoCyA - X1O2PlusCyA,Adipocytokine signaling pathway,0.959667131,Combined,0.01787938
X19O2NoCyA - X1O2NoCyA,Adrenergic signaling in cardiomyocytes,0.99895868,Combined,0.000452475
X19O2NoCyA - X1O2PlusCyA,Adrenergic signaling in cardiomyocytes,0.698107184,Combined,0.156077892
X1O2NoCyA - X1O2PlusCyA,Adrenergic signaling in cardiomyocytes,0.976406346,Combined,0.010369407
X19O2NoCyA - X1O2NoCyA,African trypanosomiasis,0.971170571,Combined,0.012704486
X19O2NoCyA - X1O2PlusCyA,African trypanosomiasis,0.972424414,Combined,0.012144146
X1O2NoCyA - X1O2PlusCyA,African trypanosomiasis,0.991722221,Combined,0.003609956
X19O2NoCyA - X1O2NoCyA,AGE-RAGE signaling pathway in diabetic complications,0.999778613,Combined,9.62E-05
X19O2NoCyA - X1O2PlusCyA,AGE-RAGE signaling pathway in diabetic complications,0.821079401,Combined,0.085614843
X1O2NoCyA - X1O2PlusCyA,AGE-RAGE signaling pathway in diabetic complications,0.99488146,Combined,0.002228662
X19O2NoCyA - X1O2NoCyA,"Alanine, aspartate and glutamate metabolism",0.999616799,Combined,0.000166454
X19O2NoCyA - X1O2PlusCyA,"Alanine, aspartate and glutamate metabolism",0.831765679,Combined,0.079999004
X1O2NoCyA - X1O2PlusCyA,"Alanine, aspartate and glutamate metabolism",0.998377986,Combined,0.000705004
X19O2NoCyA - X1O2NoCyA,Alcoholic liver disease,0.998607441,Combined,0.000605202
X19O2NoCyA - X1O2PlusCyA,Alcoholic liver disease,0.845267048,Combined,0.073006061
X1O2NoCyA - X1O2PlusCyA,Alcoholic liver disease,0.991224025,Combined,0.00382818
X19O2NoCyA - X1O2NoCyA,Alcoholism,0.997966374,Combined,0.000884092
X19O2NoCyA - X1O2PlusCyA,Alcoholism,0.890801989,Combined,0.050218822
X1O2NoCyA - X1O2PlusCyA,Alcoholism,0.996034844,Combined,0.001725469
X19O2NoCyA - X1O2NoCyA,Aldosterone-regulated sodium reabsorption,0.999612944,Combined,0.000168129
X19O2NoCyA - X1O2PlusCyA,Aldosterone-regulated sodium reabsorption,0.982059863,Combined,0.007862038
X1O2NoCyA - X1O2PlusCyA,Aldosterone-regulated sodium reabsorption,0.998358999,Combined,0.000713263
X19O2NoCyA - X1O2NoCyA,Aldosterone synthesis and secretion,0.900895054,Combined,0.045325797
X19O2NoCyA - X1O2PlusCyA,Aldosterone synthesis and secretion,0.927849762,Combined,0.032522339
X1O2NoCyA - X1O2PlusCyA,Aldosterone synthesis and secretion,0.995727769,Combined,0.001859381
X19O2NoCyA - X1O2NoCyA,Allograft rejection,0.997423181,Combined,0.001120543
X19O2NoCyA - X1O2PlusCyA,Allograft rejection,0.96909498,Combined,0.013633656
X1O2NoCyA - X1O2PlusCyA,Allograft rejection,0.999993281,Combined,2.92E-06
X19O2NoCyA - X1O2NoCyA,alpha-Linolenic acid metabolism,0.863862116,Combined,0.063555571
X19O2NoCyA - X1O2PlusCyA,alpha-Linolenic acid metabolism,0.578943747,Combined,0.237363632
X1O2NoCyA - X1O2PlusCyA,alpha-Linolenic acid metabolism,0.999131213,Combined,0.000377474
X19O2NoCyA - X1O2NoCyA,Alzheimer disease,0.999206598,Combined,0.000344707
X19O2NoCyA - X1O2PlusCyA,Alzheimer disease,0.780808777,Combined,0.107455313
X1O2NoCyA - X1O2PlusCyA,Alzheimer disease,0.99334593,Combined,0.002899483
X19O2NoCyA - X1O2NoCyA,Amino sugar and nucleotide sugar metabolism,0.902053893,Combined,0.044767515
X19O2NoCyA - X1O2PlusCyA,Amino sugar and nucleotide sugar metabolism,0.18995298,Combined,0.721353889
X1O2NoCyA - X1O2PlusCyA,Amino sugar and nucleotide sugar metabolism,0.993479568,Combined,0.00284106
X19O2NoCyA - X1O2NoCyA,Aminoacyl-tRNA biosynthesis,0.851540633,Combined,0.069794624
X19O2NoCyA - X1O2PlusCyA,Aminoacyl-tRNA biosynthesis,0.584305141,Combined,0.233360292
X1O2NoCyA - X1O2PlusCyA,Aminoacyl-tRNA biosynthesis,0.754300202,Combined,0.122455776
X19O2NoCyA - X1O2NoCyA,Amoebiasis,0.996653689,Combined,0.001455721
X19O2NoCyA - X1O2PlusCyA,Amoebiasis,0.78554782,Combined,0.104827372
X1O2NoCyA - X1O2PlusCyA,Amoebiasis,0.995727769,Combined,0.001859381
X19O2NoCyA - X1O2NoCyA,Amphetamine addiction,0.999383299,Combined,0.000267913
X19O2NoCyA - X1O2PlusCyA,Amphetamine addiction,0.806415926,Combined,0.093440904
X1O2NoCyA - X1O2PlusCyA,Amphetamine addiction,0.991077792,Combined,0.003892256
X19O2NoCyA - X1O2NoCyA,AMPK signaling pathway,0.998122856,Combined,0.000815999
X19O2NoCyA - X1O2PlusCyA,AMPK signaling pathway,0.947769502,Combined,0.02329727
X1O2NoCyA - X1O2PlusCyA,AMPK signaling pathway,0.993377837,Combined,0.002885534
X19O2NoCyA - X1O2NoCyA,Amyotrophic lateral sclerosis,0.999269812,Combined,0.000317233
X19O2NoCyA - X1O2PlusCyA,Amyotrophic lateral sclerosis,0.801817602,Combined,0.095924414
X1O2NoCyA - X1O2PlusCyA,Amyotrophic lateral sclerosis,0.991722221,Combined,0.003609956
X19O2NoCyA - X1O2NoCyA,Antifolate resistance,0.999931361,Combined,2.98E-05
X19O2NoCyA - X1O2PlusCyA,Antifolate resistance,0.982869762,Combined,0.007504026
X1O2NoCyA - X1O2PlusCyA,Antifolate resistance,0.997726785,Combined,0.000988368
X19O2NoCyA - X1O2NoCyA,Antigen processing and presentation,0.999657435,Combined,0.0001488
X19O2NoCyA - X1O2PlusCyA,Antigen processing and presentation,0.999560921,Combined,0.000190732
X1O2NoCyA - X1O2PlusCyA,Antigen processing and presentation,0.996695141,Combined,0.001437659
X19O2NoCyA - X1O2NoCyA,Apelin signaling pathway,0.999204714,Combined,0.000345526
X19O2NoCyA - X1O2PlusCyA,Apelin signaling pathway,0.948461063,Combined,0.022980494
X1O2NoCyA - X1O2PlusCyA,Apelin signaling pathway,0.974862184,Combined,0.011056776
X19O2NoCyA - X1O2NoCyA,Apoptosis,0.998211781,Combined,0.000777309
X19O2NoCyA - X1O2PlusCyA,Apoptosis,0.883936179,Combined,0.053579091
X1O2NoCyA - X1O2PlusCyA,Apoptosis,0.996969951,Combined,0.001317931
X19O2NoCyA - X1O2NoCyA,Apoptosis - multiple species,0.982379187,Combined,0.007720847
X19O2NoCyA - X1O2PlusCyA,Apoptosis - multiple species,0.942731997,Combined,0.025611752
X1O2NoCyA - X1O2PlusCyA,Apoptosis - multiple species,0.995956555,Combined,0.001759606
X19O2NoCyA - X1O2NoCyA,Arachidonic acid metabolism,0.99602481,Combined,0.001729843
X19O2NoCyA - X1O2PlusCyA,Arachidonic acid metabolism,0.996502082,Combined,0.00152179
X1O2NoCyA - X1O2PlusCyA,Arachidonic acid metabolism,0.996838777,Combined,0.001375076
X19O2NoCyA - X1O2NoCyA,Arginine and proline metabolism,0.99538352,Combined,0.002009554
X19O2NoCyA - X1O2PlusCyA,Arginine and proline metabolism,0.537728026,Combined,0.269437328
X1O2NoCyA - X1O2PlusCyA,Arginine and proline metabolism,0.993232885,Combined,0.00294891
X19O2NoCyA - X1O2NoCyA,Arginine biosynthesis,0.974550714,Combined,0.011195556
X19O2NoCyA - X1O2PlusCyA,Arginine biosynthesis,0.792428375,Combined,0.101039982
X1O2NoCyA - X1O2PlusCyA,Arginine biosynthesis,0.940759574,Combined,0.026521353
X19O2NoCyA - X1O2NoCyA,Arrhythmogenic right ventricular cardiomyopathy,0.98754645,Combined,0.005442468
X19O2NoCyA - X1O2PlusCyA,Arrhythmogenic right ventricular cardiomyopathy,0.984779851,Combined,0.006660846
X1O2NoCyA - X1O2PlusCyA,Arrhythmogenic right ventricular cardiomyopathy,0.99929248,Combined,0.000307381
X19O2NoCyA - X1O2NoCyA,Ascorbate and aldarate metabolism,0.972237913,Combined,0.012227447
X19O2NoCyA - X1O2PlusCyA,Ascorbate and aldarate metabolism,0.155669825,Combined,0.807795564
X1O2NoCyA - X1O2PlusCyA,Ascorbate and aldarate metabolism,0.846360417,Combined,0.072444656
X19O2NoCyA - X1O2NoCyA,Asthma,NA,Combined,NA
X19O2NoCyA - X1O2PlusCyA,Asthma,NA,Combined,NA
X1O2NoCyA - X1O2PlusCyA,Asthma,NA,Combined,NA
X19O2NoCyA - X1O2NoCyA,Autoimmune thyroid disease,0.848940649,Combined,0.071122671
X19O2NoCyA - X1O2PlusCyA,Autoimmune thyroid disease,0.677885048,Combined,0.168843945
X1O2NoCyA - X1O2PlusCyA,Autoimmune thyroid disease,0.999131213,Combined,0.000377474
X19O2NoCyA - X1O2NoCyA,Autophagy - animal,0.998982132,Combined,0.000442279
X19O2NoCyA - X1O2PlusCyA,Autophagy - animal,0.855120633,Combined,0.067972614
X1O2NoCyA - X1O2PlusCyA,Autophagy - animal,0.998358999,Combined,0.000713263
X19O2NoCyA - X1O2NoCyA,Autophagy - other,0.999105905,Combined,0.000388474
X19O2NoCyA - X1O2PlusCyA,Autophagy - other,0.997610929,Combined,0.001038802
X1O2NoCyA - X1O2PlusCyA,Autophagy - other,0.99980509,Combined,8.47E-05
X19O2NoCyA - X1O2NoCyA,Axon guidance,0.999918744,Combined,3.53E-05
X19O2NoCyA - X1O2PlusCyA,Axon guidance,0.933816653,Combined,0.029738385
X1O2NoCyA - X1O2PlusCyA,Axon guidance,0.996770699,Combined,0.001404737
X19O2NoCyA - X1O2NoCyA,B cell receptor signaling pathway,0.936140173,Combined,0.028659117
X19O2NoCyA - X1O2PlusCyA,B cell receptor signaling pathway,0.824046128,Combined,0.084048477
X1O2NoCyA - X1O2PlusCyA,B cell receptor signaling pathway,0.995331052,Combined,0.002032447
X19O2NoCyA - X1O2NoCyA,Bacterial invasion of epithelial cells,0.995974113,Combined,0.001751949
X19O2NoCyA - X1O2PlusCyA,Bacterial invasion of epithelial cells,0.946329871,Combined,0.023957451
X1O2NoCyA - X1O2PlusCyA,Bacterial invasion of epithelial cells,0.962468507,Combined,0.016613472
X19O2NoCyA - X1O2NoCyA,Basal cell carcinoma,0.99892809,Combined,0.000465774
X19O2NoCyA - X1O2PlusCyA,Basal cell carcinoma,0.963941431,Combined,0.015949353
X1O2NoCyA - X1O2PlusCyA,Basal cell carcinoma,0.998332382,Combined,0.000724842
X19O2NoCyA - X1O2NoCyA,Basal transcription factors,0.999198016,Combined,0.000348437
X19O2NoCyA - X1O2PlusCyA,Basal transcription factors,0.751747708,Combined,0.123927887
X1O2NoCyA - X1O2PlusCyA,Basal transcription factors,0.995412128,Combined,0.001997072
X19O2NoCyA - X1O2NoCyA,Base excision repair,0.99235974,Combined,0.003330863
X19O2NoCyA - X1O2PlusCyA,Base excision repair,0.947376251,Combined,0.023477507
X1O2NoCyA - X1O2PlusCyA,Base excision repair,0.981951682,Combined,0.007909882
X19O2NoCyA - X1O2NoCyA,beta-Alanine metabolism,0.997285189,Combined,0.001180631
X19O2NoCyA - X1O2PlusCyA,beta-Alanine metabolism,0.080132916,Combined,1.096189056
X1O2NoCyA - X1O2PlusCyA,beta-Alanine metabolism,0.666392908,Combined,0.176269634
X19O2NoCyA - X1O2NoCyA,Bile secretion,0.999105905,Combined,0.000388474
X19O2NoCyA - X1O2PlusCyA,Bile secretion,0.845400668,Combined,0.072937413
X1O2NoCyA - X1O2PlusCyA,Bile secretion,0.994185493,Combined,0.002532578
X19O2NoCyA - X1O2NoCyA,Biosynthesis of amino acids,0.985662696,Combined,0.00627168
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of amino acids,0.236687737,Combined,0.625824242
X1O2NoCyA - X1O2PlusCyA,Biosynthesis of amino acids,0.956068242,Combined,0.019511107
X19O2NoCyA - X1O2NoCyA,Biosynthesis of cofactors,0.999517777,Combined,0.000209477
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of cofactors,0.817844557,Combined,0.087329232
X1O2NoCyA - X1O2PlusCyA,Biosynthesis of cofactors,0.993013075,Combined,0.003045033
X19O2NoCyA - X1O2NoCyA,Biosynthesis of nucleotide sugars,0.982104511,Combined,0.007842294
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of nucleotide sugars,0.649260205,Combined,0.187581215
X1O2NoCyA - X1O2PlusCyA,Biosynthesis of nucleotide sugars,0.999891197,Combined,4.73E-05
X19O2NoCyA - X1O2NoCyA,Biosynthesis of unsaturated fatty acids,0.8652688,Combined,0.062848956
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of unsaturated fatty acids,0.381166316,Combined,0.418885485
X1O2NoCyA - X1O2PlusCyA,Biosynthesis of unsaturated fatty acids,0.992143549,Combined,0.003425487
X19O2NoCyA - X1O2NoCyA,Biotin metabolism,NA,Combined,NA
X19O2NoCyA - X1O2PlusCyA,Biotin metabolism,NA,Combined,NA
X1O2NoCyA - X1O2PlusCyA,Biotin metabolism,NA,Combined,NA
X19O2NoCyA - X1O2NoCyA,Bladder cancer,0.999855028,Combined,6.30E-05
X19O2NoCyA - X1O2PlusCyA,Bladder cancer,0.971232161,Combined,0.012676945
X1O2NoCyA - X1O2PlusCyA,Bladder cancer,0.99265937,Combined,0.003199753
X19O2NoCyA - X1O2NoCyA,Breast cancer,0.999890996,Combined,4.73E-05
X19O2NoCyA - X1O2PlusCyA,Breast cancer,0.989788452,Combined,0.004457617
X1O2NoCyA - X1O2PlusCyA,Breast cancer,0.999946232,Combined,2.34E-05
X19O2NoCyA - X1O2NoCyA,Butanoate metabolism,0.997832052,Combined,0.00094255
X19O2NoCyA - X1O2PlusCyA,Butanoate metabolism,0.79027948,Combined,0.102219295
X1O2NoCyA - X1O2PlusCyA,Butanoate metabolism,0.95096937,Combined,0.021833471
X19O2NoCyA - X1O2NoCyA,C-type lectin receptor signaling pathway,0.999110287,Combined,0.000386569
X19O2NoCyA - X1O2PlusCyA,C-type lectin receptor signaling pathway,0.902758237,Combined,0.04442854
X1O2NoCyA - X1O2PlusCyA,C-type lectin receptor signaling pathway,0.998157635,Combined,0.000800867
X19O2NoCyA - X1O2NoCyA,Caffeine metabolism,0.501881923,Combined,0.299398447
X19O2NoCyA - X1O2PlusCyA,Caffeine metabolism,0.654877077,Combined,0.183840211
X1O2NoCyA - X1O2PlusCyA,Caffeine metabolism,0.992143549,Combined,0.003425487
X19O2NoCyA - X1O2NoCyA,Calcium signaling pathway,0.998358891,Combined,0.00071331
X19O2NoCyA - X1O2PlusCyA,Calcium signaling pathway,0.982669783,Combined,0.007592398
X1O2NoCyA - X1O2PlusCyA,Calcium signaling pathway,0.998358999,Combined,0.000713263
X19O2NoCyA - X1O2NoCyA,cAMP signaling pathway,0.996958713,Combined,0.001322827
X19O2NoCyA - X1O2PlusCyA,cAMP signaling pathway,0.810996216,Combined,0.090981172
X1O2NoCyA - X1O2PlusCyA,cAMP signaling pathway,0.997312993,Combined,0.001168523
X19O2NoCyA - X1O2NoCyA,Carbohydrate digestion and absorption,0.999777406,Combined,9.67E-05
X19O2NoCyA - X1O2PlusCyA,Carbohydrate digestion and absorption,0.958201622,Combined,0.018543098
X1O2NoCyA - X1O2PlusCyA,Carbohydrate digestion and absorption,0.996695141,Combined,0.001437659
X19O2NoCyA - X1O2NoCyA,Carbon metabolism,0.902248976,Combined,0.044673602
X19O2NoCyA - X1O2PlusCyA,Carbon metabolism,0.357118216,Combined,0.447187997
X1O2NoCyA - X1O2PlusCyA,Carbon metabolism,0.999091152,Combined,0.000394887
X19O2NoCyA - X1O2NoCyA,Cardiac muscle contraction,0.999976264,Combined,1.03E-05
X19O2NoCyA - X1O2PlusCyA,Cardiac muscle contraction,0.985168656,Combined,0.006489414
X1O2NoCyA - X1O2PlusCyA,Cardiac muscle contraction,0.999891449,Combined,4.71E-05
X19O2NoCyA - X1O2NoCyA,Cell adhesion molecules,0.998948441,Combined,0.000456926
X19O2NoCyA - X1O2PlusCyA,Cell adhesion molecules,0.817826918,Combined,0.087338599
X1O2NoCyA - X1O2PlusCyA,Cell adhesion molecules,0.999738141,Combined,0.000113739
X19O2NoCyA - X1O2NoCyA,Cell cycle,0.997888162,Combined,0.000918129
X19O2NoCyA - X1O2PlusCyA,Cell cycle,0.155709769,Combined,0.80768414
X1O2NoCyA - X1O2PlusCyA,Cell cycle,0.9008618,Combined,0.045341829
X19O2NoCyA - X1O2NoCyA,Cellular senescence,0.999156921,Combined,0.000366299
X19O2NoCyA - X1O2PlusCyA,Cellular senescence,0.843711514,Combined,0.073806024
X1O2NoCyA - X1O2PlusCyA,Cellular senescence,0.976347831,Combined,0.010395434
X19O2NoCyA - X1O2NoCyA,Central carbon metabolism in cancer,0.478428964,Combined,0.320182536
X19O2NoCyA - X1O2PlusCyA,Central carbon metabolism in cancer,0.164506655,Combined,0.783816528
X1O2NoCyA - X1O2PlusCyA,Central carbon metabolism in cancer,0.99395226,Combined,0.002634474
X19O2NoCyA - X1O2NoCyA,cGMP-PKG signaling pathway,0.999330889,Combined,0.000290688
X19O2NoCyA - X1O2PlusCyA,cGMP-PKG signaling pathway,0.887614011,Combined,0.051775851
X1O2NoCyA - X1O2PlusCyA,cGMP-PKG signaling pathway,0.999865697,Combined,5.83E-05
X19O2NoCyA - X1O2NoCyA,Chagas disease,0.999571978,Combined,0.000185927
X19O2NoCyA - X1O2PlusCyA,Chagas disease,0.932723401,Combined,0.030247127
X1O2NoCyA - X1O2PlusCyA,Chagas disease,0.997736338,Combined,0.00098421
X19O2NoCyA - X1O2NoCyA,Chemical carcinogenesis - DNA adducts,0.999905165,Combined,4.12E-05
X19O2NoCyA - X1O2PlusCyA,Chemical carcinogenesis - DNA adducts,0.973774687,Combined,0.011541519
X1O2NoCyA - X1O2PlusCyA,Chemical carcinogenesis - DNA adducts,0.998727539,Combined,0.000552974
X19O2NoCyA - X1O2NoCyA,Chemical carcinogenesis - reactive oxygen species,0.982176228,Combined,0.007810582
X19O2NoCyA - X1O2PlusCyA,Chemical carcinogenesis - reactive oxygen species,0.679834171,Combined,0.16759701
X1O2NoCyA - X1O2PlusCyA,Chemical carcinogenesis - reactive oxygen species,0.993999708,Combined,0.002613743
X19O2NoCyA - X1O2NoCyA,Chemical carcinogenesis - receptor activation,0.999616799,Combined,0.000166454
X19O2NoCyA - X1O2PlusCyA,Chemical carcinogenesis - receptor activation,0.993969918,Combined,0.002626759
X1O2NoCyA - X1O2PlusCyA,Chemical carcinogenesis - receptor activation,0.998578815,Combined,0.000617652
X19O2NoCyA - X1O2NoCyA,Chemokine signaling pathway,0.999840422,Combined,6.93E-05
X19O2NoCyA - X1O2PlusCyA,Chemokine signaling pathway,0.774273211,Combined,0.111105767
X1O2NoCyA - X1O2PlusCyA,Chemokine signaling pathway,0.991726818,Combined,0.003607943
X19O2NoCyA - X1O2NoCyA,Cholesterol metabolism,0.997193517,Combined,0.001220554
X19O2NoCyA - X1O2PlusCyA,Cholesterol metabolism,0.843862419,Combined,0.073728354
X1O2NoCyA - X1O2PlusCyA,Cholesterol metabolism,0.999740752,Combined,0.000112604
X19O2NoCyA - X1O2NoCyA,Choline metabolism in cancer,0.98907949,Combined,0.004768804
X19O2NoCyA - X1O2PlusCyA,Choline metabolism in cancer,0.810270775,Combined,0.091369825
X1O2NoCyA - X1O2PlusCyA,Choline metabolism in cancer,0.998358999,Combined,0.000713263
X19O2NoCyA - X1O2NoCyA,Cholinergic synapse,0.997224667,Combined,0.001206987
X19O2NoCyA - X1O2PlusCyA,Cholinergic synapse,0.946703922,Combined,0.023785824
X1O2NoCyA - X1O2PlusCyA,Cholinergic synapse,0.997312993,Combined,0.001168523
X19O2NoCyA - X1O2NoCyA,Chronic myeloid leukemia,0.997259909,Combined,0.00119164
X19O2NoCyA - X1O2PlusCyA,Chronic myeloid leukemia,0.84000408,Combined,0.075718604
X1O2NoCyA - X1O2PlusCyA,Chronic myeloid leukemia,0.999551981,Combined,0.000194616
X19O2NoCyA - X1O2NoCyA,Circadian entrainment,0.99758357,Combined,0.001050712
X19O2NoCyA - X1O2PlusCyA,Circadian entrainment,0.78256446,Combined,0.106479879
X1O2NoCyA - X1O2PlusCyA,Circadian entrainment,0.981951682,Combined,0.007909882
X19O2NoCyA - X1O2NoCyA,Circadian rhythm,0.999807247,Combined,8.37E-05
X19O2NoCyA - X1O2PlusCyA,Circadian rhythm,0.92821769,Combined,0.032350159
X1O2NoCyA - X1O2PlusCyA,Circadian rhythm,0.998358999,Combined,0.000713263
X19O2NoCyA - X1O2NoCyA,Citrate cycle (TCA cycle),0.982954185,Combined,0.007466724
X19O2NoCyA - X1O2PlusCyA,Citrate cycle (TCA cycle),0.282402221,Combined,0.549131891
X1O2NoCyA - X1O2PlusCyA,Citrate cycle (TCA cycle),0.145445832,Combined,0.837298721
X19O2NoCyA - X1O2NoCyA,Cocaine addiction,0.994640275,Combined,0.002333959
X19O2NoCyA - X1O2PlusCyA,Cocaine addiction,0.858386307,Combined,0.066317219
X1O2NoCyA - X1O2PlusCyA,Cocaine addiction,0.998482328,Combined,0.000659617
X19O2NoCyA - X1O2NoCyA,Colorectal cancer,0.999664818,Combined,0.000145592
X19O2NoCyA - X1O2PlusCyA,Colorectal cancer,0.879696882,Combined,0.055666947
X1O2NoCyA - X1O2PlusCyA,Colorectal cancer,0.966433513,Combined,0.014828019
X19O2NoCyA - X1O2NoCyA,Complement and coagulation cascades,0.996325479,Combined,0.001598763
X19O2NoCyA - X1O2PlusCyA,Complement and coagulation cascades,0.534272623,Combined,0.272237079
X1O2NoCyA - X1O2PlusCyA,Complement and coagulation cascades,0.963169571,Combined,0.016297247
X19O2NoCyA - X1O2NoCyA,Coronavirus disease - COVID-19,0.173576569,Combined,0.760508901
X19O2NoCyA - X1O2PlusCyA,Coronavirus disease - COVID-19,1.09E-07,Combined,6.963724697
X1O2NoCyA - X1O2PlusCyA,Coronavirus disease - COVID-19,0.936283132,Combined,0.028592801
X19O2NoCyA - X1O2NoCyA,Cortisol synthesis and secretion,0.972722591,Combined,0.012010998
X19O2NoCyA - X1O2PlusCyA,Cortisol synthesis and secretion,0.942002843,Combined,0.025947787
X1O2NoCyA - X1O2PlusCyA,Cortisol synthesis and secretion,0.980819422,Combined,0.008410943
X19O2NoCyA - X1O2NoCyA,Cushing syndrome,0.998922891,Combined,0.000468035
X19O2NoCyA - X1O2PlusCyA,Cushing syndrome,0.925766571,Combined,0.033498506
X1O2NoCyA - X1O2PlusCyA,Cushing syndrome,0.998631843,Combined,0.00059459
X19O2NoCyA - X1O2NoCyA,Cysteine and methionine metabolism,0.993785453,Combined,0.002707365
X19O2NoCyA - X1O2PlusCyA,Cysteine and methionine metabolism,0.911498589,Combined,0.040243999
X1O2NoCyA - X1O2PlusCyA,Cysteine and methionine metabolism,0.999738141,Combined,0.000113739
X19O2NoCyA - X1O2NoCyA,Cytokine-cytokine receptor interaction,0.999466091,Combined,0.000231936
X19O2NoCyA - X1O2PlusCyA,Cytokine-cytokine receptor interaction,0.869307383,Combined,0.060826632
X1O2NoCyA - X1O2PlusCyA,Cytokine-cytokine receptor interaction,0.990118265,Combined,0.004312928
X19O2NoCyA - X1O2NoCyA,Cytosolic DNA-sensing pathway,0.999369024,Combined,0.000274116
X19O2NoCyA - X1O2PlusCyA,Cytosolic DNA-sensing pathway,0.938017084,Combined,0.027789252
X1O2NoCyA - X1O2PlusCyA,Cytosolic DNA-sensing pathway,0.991110645,Combined,0.003877859
X19O2NoCyA - X1O2NoCyA,D-Amino acid metabolism,NA,Combined,NA
X19O2NoCyA - X1O2PlusCyA,D-Amino acid metabolism,NA,Combined,NA
X1O2NoCyA - X1O2PlusCyA,D-Amino acid metabolism,NA,Combined,NA
X19O2NoCyA - X1O2NoCyA,Diabetic cardiomyopathy,0.999962649,Combined,1.62E-05
