"","ingroup_n","ingroupnames","ingroup_mean","outgroup_n","outgroup_mean","zscore","oddsratio","pvalue","BH_pvalue","SignedBH_pvalue","background_n","background_mean","Method","Pathway","Contrast","negativelog10pvalue","negativelog10FDR"
"Human Immunodeficiency Virus 1 Infection4",483,"MTOR, RAF1, FADD, CASP8, TRADD, BAX, CASP3, TNFRSF1A, CASP9, BID, TAPBP, TNF, CXCR4, PTK2, CRK, PXN, PTK2B, RIPK1, TRAF5, TRAF2, PDIA3, CALR, B2M, TBK1, IRF3, MB21D1, MYD88, MAP3K7, IRAK1, TRAF6, NFKBIA, TLR2, TLR4, IRAK4, CDK1, CHEK1, CDC25C, BAD, SAMHD1, TRIM5, BST2, MAP2K7, BCL2, BCL2L1, WEE1, DDB1, ELOB, CUL5, ELOC, TNFRSF1B, FAS, BAK1, CYCS, TAB1, TAB2, RNF7, NFKB1, RELA, HRAS, KRAS, NRAS, MAP2K1, MAP2K2, IKBKB, IKBKG, GNB1, GNB2, GNB3, GNB4, GNB5, GNG2, GNG3, GNG5, GNG7, GNG10, GNG12, GNGT2, NFATC1, NFATC2, NFATC3, NFATC4, GNA11, PRKCA, PRKCB, ITPR1, ITPR2, ITPR3, FOS, JUN, ATM, ATR, PLCG1, PLCG2, LIMK1, LIMK2, PAK1, PAK2, PAK4, RAC1, RAC2, RAC3, MAP2K3, MAP2K6, CD3E, AP1B1, AP1G1, AP1S3, SKP1, CUL1, RBX1, RPS6KB1, RPS6KB2, AKT1, AKT2, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, MAPK1, MAPK3, CHUK, PPP3CA, PPP3CB, PPP3CC, PPP3R1, CALM1, CALM2, CALM3, CALML4, TAP1, TAP2, GNAI2, GNAI3, CRKL, MAPK14, MAPK11, MAPK13, MAPK12, MAPK8, MAPK9, MAPK10, CFL1, CFL2, BUB1B, APOBEC3D, APOBEC3A, APOBEC3F, APOBEC3C, APOBEC3G, APOBEC3B, CD247, CUL4B, CUL4A, AP1M2, AP1S1, AP1S2, AP1G2, AP1M1, FBXW11, BTRC",5.31200069562725,483,5.30153869786146,-0.00429478723642145,0.0104619977657885,0.946843204359548,0.999905840650219,NA,NA,NA,"Transcriptomics","Human Immunodeficiency Virus 1 Infection","X1O2NoCyA - X1O2PlusCyA",0.0237219334775843,4.08948113741111e-05
"Coronavirus Disease - Covid-194",516,"ACE, ADAM17, TNF, STAT3, JAK1, IL1B, TLR3, DDX58, MYD88, IFIH1, MAVS, IRF3, STAT1, IRF9, TRAF6, ADAR, MAP3K7, IKBKE, TBK1, EIF2AK2, TRAF3, STAT2, HBEGF, TNFRSF1A, EGFR, IL6ST, C5AR1, SYK, MB21D1, CASP1, ISG15, C5, F13A1, CFB, CFD, C2, TAB2, CYBB, TLR7, TLR2, TLR4, IRAK1, IRAK4, NFKBIB, NFKBIA, NFKB1, RELA, IFNAR1, IFNAR2, TYK2, JUN, FOS, IKBKB, IKBKG, PLCG1, PLCG2, PRKCA, PRKCB, MASP2, C1S, C8G, C9, OAS1, OAS2, OAS3, MX1, MX2, MAPK8, MAPK9, MAPK10, CHUK, RPS10, NUDT3, FAU, RPSA, RPS27L, RPS2, RPS3, RPS3A, RPS4X, RPS5, RPS6, RPS7, RPS8, RPS9, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS17, RPS18, RPS19, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS28, RPS29, RPL17, RPL36A, HNRNPH2, RPL35, RPL10L, RPL22L1, RPL13A, RPL36, RPL10A, RPL26L1, RSL24D1, RPL3, RPL3L, RPL4, RPL5, RPL6, RPL7, RPL7A, RPL8, RPL9, RPL10, RPL11, RPL12, RPL13, RPL15, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23A, RPL24, RPL26, RPL27, RPL30, RPL27A, RPL28, RPL29, RPL31, RPL32, RPL34, RPL35A, RPL36AL, RPL37, RPL37A, RPL38, RPL39, RPL41, RPLP0, RPLP1, RPLP2, UBA52, RPL14, RPL23, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, MAPK14, MAPK1, MAPK3, MAPK11, MAPK13, MAPK12, C4A, C4B",6.34587981471851,516,6.38075439674593,0.0102063141447069,-0.0348745820274239,0.869382375356885,0.999905840650219,NA,NA,NA,"Transcriptomics","Coronavirus Disease - Covid-19","X1O2NoCyA - X1O2PlusCyA",0.0607891683352395,4.08948113741111e-05
"Pathways In Cancer4",963,"CASP3, CASP9, CTNNB1, ITGB1, PTK2, PTEN, APPL1, CRK, CBL, EGFR, ERBB2, IGF1R, FLT3, GSK3B, APC, MTOR, BAD, MDM2, CDKN1B, BCL2L1, STAT3, STAT1, GRB2, RASSF5, RASSF1, NFKBIA, STK4, CCND1, RALGDS, RALBP1, JUN, FOS, MYC, TP53, PTCH1, SMO, SUFU, ELOB, ELOC, VHL, CUL2, RBX1, EP300, BRCA2, RAD51, MLH1, MSH2, TGFBR1, TGFBR2, SMAD4, BAX, MSH3, MSH6, RARB, JUP, SPI1, CEBPA, RUNX1, MAX, ZBTB17, CDKN1A, RB1, CDK2, SKP2, CDKN2B, CDKN2A, FADD, CASP8, BID, GLI1, BIRC5, BCL2, SLC2A1, CDK4, ETS1, FOXO1, FLT3LG, GNAS, RHOA, CXCR4, KIF7, NFE2L2, HMOX1, NQO1, DDB2, POLK, TERT, RPS6KA5, ELK1, PMAIP1, BBC3, BCL2L11, APAF1, FH, CYCS, GSTP1, FAS, PPARD, KEAP1, BAK1, WNT3, WNT4, WNT6, LAMB1, LAMB4, LAMC1, FN1, ITGA2, ITGA3, ITGA6, ITGAV, FZD2, FZD3, FZD6, ABL1, STAT5A, STAT5B, JAK1, JAK2, JAK3, FGFR1, FGFR3, FGFR4, TPM3, TPR, TFG, IKBKB, IKBKG, KRAS, HRAS, NRAS, ARAF, BRAF, RAF1, MAP2K1, MAP2K2, NFKB1, NFKB2, RELA, CCDC6, NCOA4, PLCG1, PLCG2, RALA, RALB, RAC1, RAC2, RAC3, CDC42, TCF7, TCF7L1, TCF7L2, LEF1, PRKCA, PRKCB, HIF1A, ARNT, TGFB1, TGFB3, SMAD2, SMAD3, RXRA, RXRB, RARA, PML, RUNX1T1, CCND2, CCND3, CDK6, E2F1, E2F2, E2F3, PTCH2, XIAP, TRAF1, TRAF2, TRAF3, TRAF4, TRAF5, TRAF6, VEGFA, VEGFB, PGF, FGF2, F2R, F2RL3, LPAR2, LPAR3, LPAR4, LPAR5, LPAR6, PTGER4, GNA11, RASGRP1, RASGRP2, RASGRP3, JAG1, JAG2, NOTCH1, NOTCH2, NOTCH4, HES1, ESR1, ESR2, NCOA1, NCOA3, SP1, FRAT1, FRAT2, EML4, SKP1, CUL1, CASP7, PIM1, PIM2, IL23A, IFNG, IL2RA, IL2RG, IL3RA, IL4R, CSF2RB, IL6ST, IL7R, IL12RB1, IL12RB2, IL15RA, EPOR, IFNAR1, IFNAR2, IFNGR1, IFNGR2, STAT2, STAT6, WNT5A, WNT8B, WNT10B, WNT2B, WNT10A, WNT5B, DVL1, DVL2, DVL3, COL4A3, COL4A4, LAMA2, LAMA3, LAMA5, FZD5, FZD1, FZD8, BCR, CRKL, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, HSP90AA1, HSP90AB1, HSP90B1, CHUK, SOS1, SOS2, PLD2, MAPK8, MAPK9, MAPK10, EGLN2, EGLN3, EGLN1, CREBBP, CTBP1, CTBP2, HDAC1, HDAC2, CCNE1, CCNE2, CKS1B, CKS2, CCNA2, BIRC2, BIRC3, DAPK3, MAPK1, MAPK3, AKT1, AKT2, FGF7, FGF8, FGF20, FGF22, FGF18, PLCB1, PLCB2, PLCB3, DLL3, HEY1, HEY2, GSTO2, GSTA4, GSTM4, MGST1, MGST2, MGST3, GSTO1, TXNRD2, TXNRD1, GADD45A, GADD45B, LRP6, LRP5, RPS6KB1, RPS6KB2, CALM1, CALM2, CALM3, CALML4, CAMK2B, CAMK2D, CAMK2G",4.41302725945907,963,4.41273377647552,-0.000103992508230928,0.000293482983552806,0.99818238205126,0.999905840650219,NA,NA,NA,"Transcriptomics","Pathways In Cancer","X1O2NoCyA - X1O2PlusCyA",0.000790099712776926,4.08948113741111e-05
"Transcriptional Misregulation In Cancer4",288,"EWSR1, FLI1, ATF1, NR4A3, DDIT3, FOXO1, SS18, ASPSCR1, TFE3, MYC, ID2, ATM, BAIAP3, MLF1, FLT1, CDKN1A, TGFBR2, CEBPB, NFKBIZ, PRCC, SLC45A3, ELK4, DDX5, PLAU, ZEB1, SPINT1, RUNX1, RUNX1T1, PML, RARA, JUP, CEBPE, BCL2A1, CEBPA, PER2, SPI1, REL, TRAF1, BCL2L1, CD86, TCF3, PBX1, NCOR1, SIN3A, AFF1, LMO2, RUNX2, HOXA10, PBX3, SMAD1, MEF2C, JMJD1C, SUPT3H, BMP2K, FLT3, IGF1R, CDKN1B, CDK14, CCND2, ITGB7, PAX5, MAX, SP1, ZBTB17, MDM2, TP53, PTK2, MEN1, DOT1L, DUSP6, MEIS1, HOXA11, SIX1, SIX4, CDKN2C, FUT8, BCL6, TAF15, PLAT, LDB1, LYL1, HHEX, PTCRA, BAX, DDB2, POLK, FUS, CD40, KMT2A, KDM6A, NSD2, BAK1, RXRA, RXRB, NFKB1, RELA",4.23149736838943,288,4.26267050546333,0.0109192523994544,-0.031173137073897,0.895812534606794,0.999905840650219,NA,NA,NA,"Transcriptomics","Transcriptional Misregulation In Cancer","X1O2NoCyA - X1O2PlusCyA",0.0477828650075649,4.08948113741111e-05
"Viral Carcinogenesis4",309,"TP53, UBE3A, DLG1, SCRIB, PXN, IRF3, RB1, RBL1, RBL2, TBP, PSMC1, CHD4, JUN, IRF9, IKBKG, BAX, BAD, PMAIP1, SRC, DDB1, JAK1, CDK2, POLB, VAC14, RANBP1, SRF, TRADD, LYN, SYK, JAK3, USP7, CDK6, MDM2, MRPS18B, UBR4, CASP3, VDAC3, SKP2, SNW1, SND1, EP300, DNAJA3, CDKN1A, CDKN1B, RASA2, CDC42, RAC1, RHOA, GSN, NFKBIA, CDC20, CHEK1, IRF7, IL6ST, MAPKAPK2, HNRNPK, DDX3X, YWHAE, EIF2AK2, GRB2, CDK1, SP100, BAK1, MAD1L1, GTF2B, PKM, CASP8, TRAF1, TRAF2, TRAF3, TRAF5, CREB1, ATF2, ATF4, CREB3, CREB5, ATF6B, STAT3, STAT5A, STAT5B, RELA, REL, NFKB2, NFKB1, EGR2, EGR3, CDK4, CDKN2A, CDKN2B, CCND1, CCND2, CCND3, HRAS, KRAS, NRAS, HDAC3, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, CREBBP",5.60154358712262,309,5.59344457437082,-0.00317200190168038,0.00809901275180103,0.968659548158292,0.999905840650219,NA,NA,NA,"Transcriptomics","Viral Carcinogenesis","X1O2NoCyA - X1O2PlusCyA",0.0138288362995721,4.08948113741111e-05
"Chemical Carcinogenesis - Dna Adducts4",54,"EPHX1, CBR1, CYP2E1, GSTK1, GSTO2, GSTA4, GSTM4, GSTP1, MGST1, MGST2, MGST3, GSTO1, HSD11B1L, NAT1, SULT1A4, SULT1A2, SULT1A1, SULT1A3",2.68850871529573,54,2.71136345866268,0.00936104949092401,-0.0228547433669459,0.961325922768871,0.999905840650219,NA,NA,NA,"Transcriptomics","Chemical Carcinogenesis - Dna Adducts","X1O2NoCyA - X1O2PlusCyA",0.0171293465013193,4.08948113741111e-05
"Proteoglycans In Cancer4",441,"CD44, TIAM1, ERBB2, RHOA, FLNA, ARHGEF12, SLC9A1, GAB1, RAC1, CDC42, PAK1, IQGAP1, ELK1, ESR1, DDX5, STAT3, CTTN, SRC, GRB2, ARHGEF1, CCND1, SMAD2, MDM2, TP53, PLAU, PLAUR, CTNNB1, NUDT16L1, PXN, PTK2, PRKCA, TLR2, TLR4, PDCD4, TGFB1, MYC, CBL, THBS1, VEGFA, HIF1A, TNF, TFAP4, CDKN1A, IGF1R, PDPK1, MTOR, EIF4B, RDX, MSN, FGF2, FGFR1, FN1, FRS2, PTPN11, PTCH1, SMO, HSPG2, PTPN6, VTN, GPC1, HBEGF, EGFR, CD63, CASP3, PLCE1, DROSHA, RPS6, FAS, EZR, ROCK1, ROCK2, PPP1R12A, PPP1R12B, PPP1R12C, ITPR1, ITPR2, ITPR3, HRAS, KRAS, NRAS, RRAS, RRAS2, BRAF, RAF1, ARAF, MAP2K1, MAP2K2, ERBB3, HPSE, ITGA2, ITGB1, ITGAV, FZD2, FZD3, FZD6, PLCG1, PLCG2, PRKCB, IHH, WNT3, WNT4, WNT6, ANK1, ANK2, ANK3, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, AKT1, AKT2, PPP1CA, PPP1CB, PPP1CC, CAMK2B, CAMK2D, CAMK2G, FLNB, FLNC, ACTB, ACTG1, MAPK1, MAPK3, HCLS1, VAV3, VAV1, VAV2, RPS6KB1, RPS6KB2, FZD5, FZD1, FZD8, SOS1, SOS2, PRKACA, PRKACB, MAPK14, MAPK11, MAPK13, MAPK12, WNT5A, WNT8B, WNT10B, WNT2B, WNT10A, WNT5B",4.63409121046456,441,4.63811673846205,0.00133706485777665,-0.00402552799748612,0.984187280465462,0.999905840650219,NA,NA,NA,"Transcriptomics","Proteoglycans In Cancer","X1O2NoCyA - X1O2PlusCyA",0.00692225204259843,4.08948113741111e-05
"Micrornas In Cancer4",390,"VEGFA, CDK6, KRAS, CRK, PTEN, MCL1, CDKN1B, ZEB1, FSCN1, TP63, ST14, PDCD4, EP300, TPM1, RASSF1, STMN1, MIR25, DDIT4, PAK4, PIM1, FOXP1, EGFR, MTOR, ERBB2, BCL2, ABL1, ERBB3, SLC7A1, CCNG1, HMOX1, STAT3, MYC, CASP3, DNMT1, APC, IRS1, DNMT3A, MAPK7, E2F3, HNRNPK, IRS2, RECK, ZEB2, MIR106B, E2F1, SIRT1, CD44, ROCK1, BCL2L11, E2F2, SLC45A3, PRKCE, BMPR2, EZH2, CCND1, WNT3, CDCA5, KIF23, CDKN1A, UBE2I, ATM, SOCS1, SOX4, DICER1, FZD3, RDX, RHOA, PLAU, ABCB1, ABCC1, IGF2BP1, BRCA1, NFKB1, IKBKB, THBS1, GRB2, FGFR3, RPS6KA5, TP53, CDKN2A, MDM4, MDM2, RAF1, SHC1, SHC4, BMF, BCL2L2, EZR, RPTOR, BAK1, CDC25A, CDC25B, CDC25C, DNMT3B, CCND2, HRAS, NRAS, NOTCH1, NOTCH2, NOTCH4, PRKCA, PRKCB, PLCG1, PLCG2, MAP2K1, MAP2K2, MIRLET7D, CRKL, CCNE1, CCNE2, HDAC5, HDAC4, MIR135A1, APC2, PIK3R1, PIK3R3, PIK3CA, PIK3CB, PIK3CD, COMMD3, BMI1, HDAC1, HDAC2, GLS2, GLS, TNXB, MAPK1, MAPK3, SOS1, SOS2",4.79570566790512,390,4.80640182088061,0.00375352209686965,-0.0106961529754832,0.958253108024168,0.999905840650219,NA,NA,NA,"Transcriptomics","Micrornas In Cancer","X1O2NoCyA - X1O2PlusCyA",0.0185197634688026,4.08948113741111e-05
"Chemical Carcinogenesis - Receptor Activation4",324,"EGFR, RAF1, SRC, GRB2, EIF4EBP1, MTOR, CHRNA9, RB1, E2F1, JAK2, STAT3, CCND3, FOS, JUN, MYC, VEGFA, FGF2, BIRC5, XIAP, GNAS, AHR, ARNT, AIP, NR1I3, PTGES3, CCND1, TNFSF11, BCL6, KLF5, NOTCH2, JAG1, CDC6, CDC25A, IKBKE, BCL2, BAD, PPARA, ESR1, ESR2, HRAS, KRAS, NRAS, MAP2K1, MAP2K2, ADCY3, ADCY4, ADCY5, ADCY7, ADCY9, CREB1, ATF2, ATF4, CREB3, CREB5, ATF6B, VDR, CHRNA3, CHRNB2, PRKCA, PRKCB, NFKB1, RELA, ADRB2, EPHX1, EPHX2, RXRA, RXRB, PAQR7, PAQR8, STAT5A, STAT5B, MAPK1, MAPK3, PRKACA, PRKACB, CREB3L4, CREB3L2, SOS1, SOS2, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, AKT1, AKT2, RPS6KB1, RPS6KB2, ARRB2, GSTO2, GSTA4, GSTM4, MGST1, MGST2, MGST3, GSTO1, MIRLET7D, RPS6KA1, RPS6KA2, RPS6KA3, FGF7, FGF8, FGF20, FGF22, FGF18, DLL3, GNAI2, GNAI3",4.25090898360914,324,4.26634369956995,0.00549163108559094,-0.0154347159608133,0.944267733638138,0.999905840650219,NA,NA,NA,"Transcriptomics","Chemical Carcinogenesis - Receptor Activation","X1O2NoCyA - X1O2PlusCyA",0.0249048502400532,4.08948113741111e-05
"Chemical Carcinogenesis - Reactive Oxygen Species4",327,"EGFR, PDPK1, GRB2, CYBA, NCF1, NCF2, PTEN, NQO1, CBR1, CYP2E1, SOD1, FOXO3, MAP3K14, PRKCD, SRC, PTK2, MAP3K5, NFE2L2, NFKBIA, RAC1, HIF1A, VEGFA, PTPN1, SOD2, BAD, NOX1, AHR, ARNT, HMOX1, KEAP1, CAT, HRAS, KRAS, NRAS, MAP2K1, MAP2K2, BRAF, RAF1, ARAF, SDHA, SDHB, SDHC, SDHD, UQCRFS1, CYC1, COX5A, COX5B, COX6C, COX7B, COX7C, AKR1A1, RELA, NFKB1, ABL1, ABL2, PTPRJ, ACP1, PTPN11, JUN, FOS, MAP2K4, MAP2K7, IKBKB, IKBKG, EPHX1, EPHX2, SOS1, SOS2, AKT1, AKT2, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, MAPK1, MAPK3, UQCR11, UQCRQ, UQCR10, UQCRHL, UQCRB, UQCRC1, UQCRC2, UQCRH, COX4I1, COX6A1, COX6B1, COX7A2, COX8A, COX7A2L, MAPK8, MAPK9, MAPK10, PRKD3, PRKD2, PLD2, MAPK14, MAPK11, MAPK13, MAPK12, CHUK, GSTO2, GSTA4, GSTM4, MGST1, MGST2, MGST3, GSTO1",5.2954709107478,327,5.28730379677954,-0.00362299335709174,0.00816711396826264,0.963189614957286,0.999905840650219,NA,NA,NA,"Transcriptomics","Chemical Carcinogenesis - Reactive Oxygen Species","X1O2NoCyA - X1O2PlusCyA",0.0162882085935795,4.08948113741111e-05
"Colorectal Cancer4",216,"CASP3, CASP9, APPL1, APC, TGFBR1, SMAD4, MLH1, MSH2, KRAS, RALGDS, BIRC5, MYC, CCND1, JUN, FOS, BCL2, TP53, GSK3B, CTNNB1, BAD, MSH6, BAX, MSH3, TGFBR2, CDKN1A, DDB2, POLK, PMAIP1, BCL2L11, BBC3, GRB2, MTOR, EGFR, CYCS, BAK1, SMAD2, SMAD3, BRAF, RAF1, ARAF, RAC1, RAC2, RAC3, RHOA, MAP2K1, MAP2K2, TCF7, TCF7L1, TCF7L2, LEF1, RALA, RALB, HRAS, NRAS, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, MAPK8, MAPK9, MAPK10, MAPK1, MAPK3, AKT1, AKT2, GADD45A, GADD45B, RPS6KB1, RPS6KB2, SOS1, SOS2",5.17203311823804,216,5.14011223112501,-0.0129394068313719,0.031920887113027,0.893672073564791,0.999905840650219,NA,NA,NA,"Transcriptomics","Colorectal Cancer","X1O2NoCyA - X1O2PlusCyA",0.0488218131587344,4.08948113741111e-05
"Renal Cell Carcinoma4",162,"PTPN11, VEGFA, SLC2A1, EP300, CUL2, RBX1, ELOB, ELOC, VHL, FLCN, RAC1, CRK, RAPGEF1, GRB2, GAB1, CDC42, ETS1, JUN, BAD, PRCC, TFE3, CDKN1A, FH, TGFB1, TGFB3, ARNT, HIF1A, PAK1, PAK2, PAK4, RAP1A, RAP1B, MAP2K1, MAP2K2, BRAF, RAF1, ARAF, CREBBP, EGLN2, EGLN3, EGLN1, CRKL, SOS1, SOS2, BUB1B, AKT1, AKT2, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, MAPK1, MAPK3",5.83992874057249,162,5.83470839473224,-0.00225278958299304,0.00522034584024755,0.983827095915196,0.999905840650219,NA,NA,NA,"Transcriptomics","Renal Cell Carcinoma","X1O2NoCyA - X1O2PlusCyA",0.00708122056058436,4.08948113741111e-05
"Pancreatic Cancer4",207,"ERBB2, KRAS, ARHGEF6, BAD, BCL2L1, CASP9, MAP2K1, RALGDS, RALBP1, JAK1, STAT3, STAT1, VEGFA, CDKN2A, RB1, TGFBR1, TGFBR2, SMAD4, BRCA2, RAD51, EGFR, CCND1, MTOR, TP53, CDKN1A, BAX, DDB2, POLK, BAK1, RAC1, RAC2, RAC3, IKBKB, IKBKG, NFKB1, RELA, BRAF, RAF1, ARAF, RALA, RALB, CDC42, CDK4, CDK6, E2F1, E2F2, E2F3, TGFB1, TGFB3, SMAD2, SMAD3, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, AKT1, AKT2, CHUK, MAPK1, MAPK3, PLD2, MAPK8, MAPK9, MAPK10, RPS6KB1, RPS6KB2, GADD45A, GADD45B",5.27505404480896,207,5.25031705328345,-0.0115811086156194,0.0247369915255167,0.906755134936418,0.999905840650219,NA,NA,NA,"Transcriptomics","Pancreatic Cancer","X1O2NoCyA - X1O2PlusCyA",0.042509976339492,4.08948113741111e-05
"Endometrial Cancer4",150,"CTNNB1, APC, GSK3B, FOXO3, BAD, CASP9, ILK, ERBB2, PTEN, PDPK1, GRB2, MLH1, ELK1, EGFR, CCND1, MYC, KRAS, TP53, CDKN1A, BAX, DDB2, POLK, BAK1, HRAS, NRAS, AXIN1, AXIN2, TCF7, TCF7L1, TCF7L2, LEF1, MAP2K1, MAP2K2, BRAF, RAF1, ARAF, APC2, SOS1, SOS2, AKT1, AKT2, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, MAPK1, MAPK3, GADD45A, GADD45B",4.82168788852286,150,4.84496105999531,0.00949146377020107,-0.0232731714724466,0.934690789841584,0.999905840650219,NA,NA,NA,"Transcriptomics","Endometrial Cancer","X1O2NoCyA - X1O2PlusCyA",0.0293320366947722,4.08948113741111e-05
"Glioma4",171,"EGFR, IGF1R, GRB2, PTEN, MTOR, MDM2, CDKN2A, TP53, CCND1, RB1, CDKN1A, BAX, DDB2, POLK, BAK1, CAMK1, CAMK4, PRKCA, PRKCB, SHC1, SHC4, BRAF, RAF1, ARAF, MAP2K1, MAP2K2, CDK4, CDK6, E2F1, E2F2, E2F3, PLCG1, PLCG2, HRAS, KRAS, NRAS, CALM1, CALM2, CALM3, CALML4, CAMK1D, CAMK2B, CAMK2D, CAMK2G, SOS1, SOS2, MAPK1, MAPK3, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, AKT1, AKT2, GADD45A, GADD45B",5.56384558194168,171,5.54533871611577,-0.007546472853678,0.0185068658259118,0.944618850313297,0.999905840650219,NA,NA,NA,"Transcriptomics","Glioma","X1O2NoCyA - X1O2PlusCyA",0.0247433921222632,4.08948113741111e-05
"Prostate Cancer4",216,"NFKBIA, CDKN1B, PTEN, BCL2, CCND1, EP300, MDM2, CDKN1A, FOXO1, CDK2, CTNNB1, TP53, BAD, CASP9, RB1, PDPK1, GRB2, GSK3B, MTOR, PLAU, ZEB1, SPINT1, PLAT, GSTP1, NFKB1, RELA, TCF7, TCF7L1, TCF7L2, LEF1, E2F1, E2F2, E2F3, HRAS, KRAS, NRAS, EGFR, FGFR1, ERBB2, IGF1R, IKBKB, IKBKG, ATF4, CREB1, CREB5, CREB3, MAP2K1, MAP2K2, BRAF, RAF1, ARAF, CREBBP, CHUK, CREB3L4, CREB3L2, CCNE1, CCNE2, PDGFD, SOS1, SOS2, HSP90AA1, HSP90AB1, HSP90B1, AKT1, AKT2, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, MAPK1, MAPK3",5.35404057110452,216,5.37052481429506,0.00608132972498901,-0.0164842431905345,0.949656256443758,0.999905840650219,NA,NA,NA,"Transcriptomics","Prostate Cancer","X1O2NoCyA - X1O2PlusCyA",0.0224335662318299,4.08948113741111e-05
"Thyroid Cancer4",90,"BRAF, CTNNB1, MYC, CCND1, TP53, CDKN1A, BAX, DDB2, POLK, BAK1, HRAS, KRAS, NRAS, MAP2K1, MAP2K2, RXRA, RXRB, CCDC6, NCOA4, TPM3, TPR, TFG, TCF7, TCF7L1, TCF7L2, LEF1, MAPK1, MAPK3, GADD45A, GADD45B",5.07761453405862,90,5.08380945847639,0.00221439225266466,-0.00619492441777414,0.988169009316868,0.999905840650219,NA,NA,NA,"Transcriptomics","Thyroid Cancer","X1O2NoCyA - X1O2PlusCyA",0.00516877045644075,4.08948113741111e-05
"Basal Cell Carcinoma4",117,"KIF7, GLI1, APC, PTCH1, SUFU, SMO, CTNNB1, GSK3B, TP53, CDKN1A, BAX, DDB2, POLK, BAK1, PTCH2, WNT3, WNT4, WNT6, FZD2, FZD3, FZD6, TCF7, TCF7L1, TCF7L2, LEF1, WNT5A, WNT8B, WNT10B, WNT2B, WNT10A, WNT5B, DVL1, DVL2, DVL3, FZD5, FZD1, FZD8, GADD45A, GADD45B",2.76318842956721,117,2.7965197946631,0.0135678552034915,-0.0333313650958864,0.917649648407245,0.999905840650219,NA,NA,NA,"Transcriptomics","Basal Cell Carcinoma","X1O2NoCyA - X1O2PlusCyA",0.0373230974542206,4.08948113741111e-05
"Melanoma4",138,"BRAF, NRAS, CDK4, CCND1, PTEN, BAD, CDKN2A, CDKN1A, MDM2, TP53, RB1, BAX, DDB2, POLK, BAK1, EGFR, FGFR1, IGF1R, FGF2, E2F1, E2F2, E2F3, CDK6, MAP2K1, MAP2K2, RAF1, ARAF, HRAS, KRAS, FGF7, FGF8, FGF20, FGF22, PDGFD, FGF18, AKT1, AKT2, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, MAPK1, MAPK3, GADD45A, GADD45B",4.71994723709076,138,4.71826874789847,-0.000635756057960835,0.00167848919229296,0.995828620549688,0.999905840650219,NA,NA,NA,"Transcriptomics","Melanoma","X1O2NoCyA - X1O2PlusCyA",0.00181539606801175,4.08948113741111e-05
"Bladder Cancer4",96,"HRAS, VEGFA, THBS1, EGFR, ERBB2, CDKN2A, CDKN1A, MYC, RASSF1, MDM2, TP53, RB1, FGFR3, CDK4, CCND1, RPS6KA5, HBEGF, SRC, TYMP, E2F1, E2F2, E2F3, MAP2K1, MAP2K2, BRAF, RAF1, ARAF, KRAS, NRAS, DAPK3, MAPK1, MAPK3",4.76275913561408,96,4.74021969751427,-0.00816736899970055,0.0225394380998063,0.954969200072197,0.999905840650219,NA,NA,NA,"Transcriptomics","Bladder Cancer","X1O2NoCyA - X1O2PlusCyA",0.02001063517478,4.08948113741111e-05
"Chronic Myeloid Leukemia4",207,"BCL2L1, PTPN11, TP53, MYC, TGFBR2, TGFBR1, SMAD4, NFKBIA, CDKN1B, MDM2, BAD, CDKN2A, CDKN1A, GRB2, GAB2, CRK, CBL, RB1, SMAD3, CCND1, BAX, DDB2, POLK, BAK1, RUNX1, ABL1, TGFB1, TGFB3, STAT5A, STAT5B, NFKB1, RELA, IKBKB, IKBKG, SHC1, SHC4, E2F1, E2F2, E2F3, CDK4, CDK6, MAP2K1, MAP2K2, BRAF, RAF1, ARAF, HRAS, KRAS, NRAS, BCR, HDAC1, HDAC2, CTBP1, CTBP2, CHUK, SOS1, SOS2, CRKL, AKT1, AKT2, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, MAPK1, MAPK3, GADD45A, GADD45B",5.56867635775936,207,5.57597748998832,0.00348910046692804,-0.00730113222895579,0.971920535551144,0.999905840650219,NA,NA,NA,"Transcriptomics","Chronic Myeloid Leukemia","X1O2NoCyA - X1O2PlusCyA",0.0123692416400007,4.08948113741111e-05
